MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
done afternoon meeting	CALENDAR	done <start_time> afternoon </start_time> meeting	find_calendar_entry
mail craig Voice Skills BVT - basic test cases	EMAIL	mail <contact_name> craig </contact_name> <message> Voice Skills BVT - basic test cases </message>	send_email
word by venkata called Metastream Injection for Email Search	FILES	<file_type> word </file_type> by <contact_name> venkata </contact_name> called <file_name> Metastream Injection for Email Search </file_name>	file_search
can you find 2020 Chinese New Year vacation plan excel by ashuthosh upadhyaya	FILES	can you find <file_keyword> 2020 Chinese New Year vacation plan </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
yaram venkata	PEOPLE	<contact_name> yaram venkata </contact_name>	search_people_by_name
share MSAI-Cognition Joint Shiproom presentation with carrie parker	FILES	share <file_keyword> MSAI-Cognition Joint Shiproom </file_keyword> <file_type> presentation </file_type> with <to_contact_name> carrie parker </to_contact_name>	file_share
recent files	FILES	<file_recency> recent </file_recency> files	file_search
open Compliant Skills - Onboarding Steps document	FILES	open <file_keyword> Compliant Skills - Onboarding Steps </file_keyword> document	file_open
xlsx by ashuthosh upadhyaya named PeopleSearchInTeams	FILES	<file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> named <file_name> PeopleSearchInTeams </file_name>	file_search
show me rich mains Microsoft event policy 1	PEOPLE	show me <contact_name> rich mains </contact_name> <people_attribute> Microsoft event policy 1 </people_attribute>	search_people_attribute
remind me to Controllers and Processors Analysis Guide - FINAL on sunday at 1100 am	REMINDER	remind me to <reminder_text> Controllers and Processors Analysis Guide - FINAL </reminder_text> on <start_date> sunday </start_date> at <start_time> 1100 am </start_time>	create_single_reminder
open [DRAFT] Metrics - Time Saved word by venkata suman yaram	FILES	open <file_keyword> [DRAFT] Metrics - Time Saved </file_keyword> <file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name>	file_open
Highlights extraction from meeting transcript - Jan 2020 word by suman venkata	FILES	<file_keyword> Highlights extraction from meeting transcript - Jan 2020 </file_keyword> <file_type> word </file_type> by <contact_name> suman venkata </contact_name>	file_search
xls by ashuthosh called Meeting Notes	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh </contact_name> called <file_name> Meeting Notes </file_name>	file_search
can you find Mn_H2FY20_Keypoints_Planning spreadsheet by ashuthosh	FILES	can you find <file_keyword> Mn_H2FY20_Keypoints_Planning </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	file_search
can you find FY19-20 AI in M365 readiness word by venkata	FILES	can you find <file_keyword> FY19-20 AI in M365 readiness </file_keyword> <file_type> word </file_type> by <contact_name> venkata </contact_name>	file_search
remind me to Real Time Transcription spec - ORIGINAL sunday night at 800 pm	REMINDER	remind me to <reminder_text> Real Time Transcription spec - ORIGINAL </reminder_text> <start_date> sunday </start_date> <start_time> night at 800 pm </start_time>	create_single_reminder
find MS Sales WW access for judy joseph	PEOPLE	find <people_attribute> MS Sales WW access </people_attribute> for <contact_name> judy joseph </contact_name>	search_people_attribute
word venkata shared about ProductPolicy	FILES	<file_type> word </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> ProductPolicy </file_keyword>	file_search
a meeting with kapil	CALENDAR	a meeting with <contact_name> kapil </contact_name>	find_calendar_entry
word by suman called Set Up Compliant Cortana for Android Teams App	FILES	<file_type> word </file_type> by <contact_name> suman </contact_name> called <file_name> Set Up Compliant Cortana for Android Teams App </file_name>	file_search
craig millers Read Act Compose Framing	PEOPLE	<contact_name> craig miller </contact_name> s <people_attribute> Read Act Compose Framing </people_attribute>	search_people_attribute
what do i have today at 200 pm	CALENDAR	what do i have <start_date> today </start_date> at <start_time> 200 pm </start_time>	find_calendar_entry
where are documents about FY20_21 WW Board Elections Nominee Guide_FINAL	FILES	where are documents about <file_keyword> FY20_21 WW Board Elections Nominee Guide_FINAL </file_keyword>	file_search
find Flight Answer file	FILES	find <file_keyword> Flight Answer </file_keyword> file	file_search
remind me to 1756857 - Query suggestions at 200 pm every friday	REMINDER	remind me to <reminder_text> 1756857 - Query suggestions </reminder_text> at <start_time> 200 pm </start_time> <start_date> every friday </start_date>	create_single_reminder
remind me to Dev at 700 pm	REMINDER	remind me to <reminder_text> Dev </reminder_text> at <start_time> 700 pm </start_time>	create_single_reminder
venkata suman yaram document	FILES	<contact_name> venkata suman yaram </contact_name> document	file_search
when is my SSDP Mn Plan Final with jim	CALENDAR	when is my <title> SSDP Mn Plan Final </title> with <contact_name> jim </contact_name>	find_calendar_when
dwights Voice Skills BVT - basic test cases	PEOPLE	<contact_name> dwight </contact_name> s <people_attribute> Voice Skills BVT - basic test cases </people_attribute>	search_people_attribute
create a mail	EMAIL	create a <message_type> mail </message_type>	send_email
what is tullys Resume_Derek	PEOPLE	what is <contact_name> tully </contact_name> s <people_attribute> Resume_Derek </people_attribute>	search_people_attribute
can you find [Dev spec]Teams Mobile Search Baseline Instrumentation document by yaram venkata	FILES	can you find <file_keyword> [Dev spec]Teams Mobile Search Baseline Instrumentation </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
send mail to andrew that QQR-2020-01-COGS	EMAIL	send <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> QQR-2020-01-COGS </message>	send_email
mail craig Client Side Ranker-CELA	EMAIL	mail <contact_name> craig </contact_name> <message> Client Side Ranker-CELA </message>	send_email
messages from soumya in ignite channel about [Dev spec]Teams Mobile Search Baseline Instrumentation last week	TEAMSMESSAGE	messages from <contact_name_from> soumya </contact_name_from> in <channel> ignite </channel> channel about <keyword> [Dev spec]Teams Mobile Search Baseline Instrumentation </keyword> <start_date> last week </start_date>	search_message
open CPGC021820_draft document by yaram venkata	FILES	open <file_keyword> CPGC021820_draft </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_open
xls ashuthosh upadhyaya sared about COGS and Latency	FILES	<file_type> xls </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> sared </file_action> about <file_keyword> COGS and Latency </file_keyword>	file_search
when is my Cortana in Teams FAQ meeting	CALENDAR	when is my <title> Cortana in Teams FAQ </title> meeting	find_calendar_when
add task	NOTE	add <note_category> task </note_category>	add_to_note
join my Running Experiments 200 pm meeting	CALENDAR	join my <title> Running Experiments </title> <start_time> 200 pm </start_time> meeting	connect_to_meeting
find time with ron pechmagre tomorrow for Running Experiments	CALENDAR	find time with <contact_name> ron pechmagre </contact_name> <start_date> tomorrow </start_date> for <title> Running Experiments </title>	check_availability
remove ContextPOC from my cleaning list	NOTE	remove <note_text> ContextPOC </note_text> from my <title> cleaning </title> <data_type> list </data_type>	delete_note_item
Search Answers Extensibility xlsx	FILES	<file_keyword> Search Answers Extensibility </file_keyword> <file_type> xlsx </file_type>	file_search
remind me to Smart Reply Android R1 Release 600 pm on next week on friday	REMINDER	remind me to <reminder_text> Smart Reply Android R1 Release </reminder_text> <start_time> 600 pm </start_time> on <start_date> next week on friday </start_date>	create_single_reminder
find me MSAI - CSI Work List document by suman	FILES	find me <file_keyword> MSAI - CSI Work List </file_keyword> document by <contact_name> suman </contact_name>	file_search
docx by venkata called OKR-Project-Template	FILES	<file_type> docx </file_type> by <contact_name> venkata </contact_name> called <file_name> OKR-Project-Template </file_name>	file_search
who is oliver	PEOPLE	who is <contact_name> oliver </contact_name>	search_people_by_name
xls modified by ashuthosh	FILES	<file_type> xls </file_type> <file_action> modified </file_action> by <contact_name> ashuthosh </contact_name>	file_search
shwetambari mokadam Deprecation Deck v2	PEOPLE	<contact_name> shwetambari mokadam </contact_name> <people_attribute> Deprecation Deck v2 </people_attribute>	search_people_attribute
remind me monday to Smart Suggestions in Teams - Jan 2020	REMINDER	remind me <start_date> monday </start_date> to <reminder_text> Smart Suggestions in Teams - Jan 2020 </reminder_text>	create_single_reminder
doc suman venkata shared about Yubikey requests	FILES	<file_type> doc </file_type> <contact_name> suman venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Yubikey requests </file_keyword>	file_search
latest file from talon	FILES	<order_ref> latest </order_ref> file from <contact_name> talon </contact_name>	file_search
what is chelsea bodes Jan 2020 All Hands	PEOPLE	what is <contact_name> chelsea bode </contact_name> s <people_attribute> Jan 2020 All Hands </people_attribute>	search_people_attribute
send mail to rajesh that Lift Pres - January 20 - Tel Aviv Edition	EMAIL	send <message_type> mail </message_type> to <contact_name> rajesh </contact_name> that <message> Lift Pres - January 20 - Tel Aviv Edition </message>	send_email
what is yvonnes S+A OM focused Shiproom 02042020	PEOPLE	what is <contact_name> yvonne </contact_name> s <people_attribute> S+A OM focused Shiproom 02042020 </people_attribute>	search_people_attribute
2020-01-16-MSAI Assistant Initiative Review file shared by vivek	FILES	<file_keyword> 2020-01-16-MSAI Assistant Initiative Review </file_keyword> file <file_action> shared </file_action> by <contact_name> vivek </contact_name>	file_search
what is richs MicrosoftSearch-UniversalAPI	PEOPLE	what is <contact_name> rich </contact_name> s <people_attribute> MicrosoftSearch-UniversalAPI </people_attribute>	search_people_attribute
find ODSP Teams Sync - Dec 12 2019 meeting with ron tomorrow	CALENDAR	find <title> ODSP Teams Sync - Dec 12 2019 </title> meeting with <contact_name> ron </contact_name> <start_date> tomorrow </start_date>	find_calendar_entry
find Other Roles excel	FILES	find <file_keyword> Other Roles </file_keyword> <file_type> excel </file_type>	file_search
Onboarding &amp; Training documents spreadsheet	FILES	<file_keyword> Onboarding &amp; Training documents </file_keyword> <file_type> spreadsheet </file_type>	file_search
find me Cortana Platform Weekly Shiproom 3Feb2020 document by yaram venkata	FILES	find me <file_keyword> Cortana Platform Weekly Shiproom 3Feb2020 </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
show my meeting at 500 pm	CALENDAR	show my meeting at <start_time> 500 pm </start_time>	navigate_calendar
remind me to Bing Answers test cases at 200 pm	REMINDER	remind me to <reminder_text> Bing Answers test cases </reminder_text> at <start_time> 200 pm </start_time>	create_single_reminder
document by yaram venkata about Messaging Query Patterns for LU	FILES	document by <contact_name> yaram venkata </contact_name> about <file_keyword> Messaging Query Patterns for LU </file_keyword>	file_search
mail ashok Bing for Business Shiproom - old format	EMAIL	mail <contact_name> ashok </contact_name> <message> Bing for Business Shiproom - old format </message>	send_email
find time to AU-GB	CALENDAR	find time to <title> AU-GB </title>	check_availability
Cortana Core Science Dashboard - LU &amp; Task Completion	REMINDER	<reminder_text> Cortana Core Science Dashboard - LU &amp; Task Completion </reminder_text>	create_single_reminder
open Teams Linux Client - Volunteers xls	FILES	open <file_keyword> Teams Linux Client - Volunteers </file_keyword> <file_type> xls </file_type>	file_open
what do i have for Drive VST Reach &amp; Retention via Data tomorrow	CALENDAR	what do i have for <title> Drive VST Reach &amp; Retention via Data </title> <start_date> tomorrow </start_date>	find_calendar_entry
find CalendarWorkingDocument_0113_draft for gigi joseph	PEOPLE	find <people_attribute> CalendarWorkingDocument_0113_draft </people_attribute> for <contact_name> gigi joseph </contact_name>	search_people_attribute
where is satyas Model Self-Serve	PEOPLE	where is <contact_name> satya </contact_name> s <people_attribute> Model Self-Serve </people_attribute>	search_people_attribute
when is my next meeting with haoyong	CALENDAR	when is my <start_time> next </start_time> meeting with <contact_name> haoyong </contact_name>	find_calendar_when
yaram files	FILES	<contact_name> yaram </contact_name> files	file_search
files titled APIs	FILES	files titled <file_name> APIs </file_name>	file_search
add Follow ups to my bathroom list	NOTE	add <note_text> Follow ups </note_text> to my <title> bathroom </title> <data_type> list </data_type>	add_to_note
show me assif boss	PEOPLE	show me <contact_name> assif boss </contact_name>	search_people_by_name
Jim-MSAI files	FILES	<file_keyword> Jim-MSAI </file_keyword> files	file_search
messages mentioning onePager_Success Metrics for Voice Skill in Teams Mobile in engineering design channel	TEAMSMESSAGE	messages mentioning <keyword> onePager_Success Metrics for Voice Skill in Teams Mobile </keyword> in <channel> engineering design </channel> channel	search_message
can you find OneBranch document by usman	FILES	can you find <file_keyword> OneBranch </file_keyword> document by <contact_name> usman </contact_name>	file_search
show 2020 document	FILES	show <file_keyword> 2020 </file_keyword> document	file_search
excel by ashuthosh upadhyaya about How to write a bug through Lightbulb and Shaker	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> about <file_keyword> How to write a bug through Lightbulb and Shaker </file_keyword>	file_search
ufind [Migrated] Analyzing Experiments doc	FILES	ufind <file_keyword> [Migrated] Analyzing Experiments </file_keyword> <file_type> doc </file_type>	file_search
what is chads Draft ppt	PEOPLE	what is <contact_name> chad </contact_name> s <people_attribute> Draft ppt </people_attribute>	search_people_attribute
what are sumits working MSAI Cognition H2 OKRs	PEOPLE	what are <contact_name> sumit </contact_name> s <attribute_type> working </attribute_type> <people_attribute> MSAI Cognition H2 OKRs </people_attribute>	search_people_attribute
remind me to Rajesh_Jan2020_MPR_DemoScript_finaldraft today in evening	REMINDER	remind me to <reminder_text> Rajesh_Jan2020_MPR_DemoScript_finaldraft </reminder_text> <start_date> today </start_date> in <start_time> evening </start_time>	create_single_reminder
find messages with bob	TEAMSMESSAGE	find messages with <contact_name> bob </contact_name>	search_message
word by yaram called Cortana transition announcement - DRAFT	FILES	<file_type> word </file_type> by <contact_name> yaram </contact_name> called <file_name> Cortana transition announcement - DRAFT </file_name>	file_search
whats my next meeting tomorrow	CALENDAR	whats my <start_time> next </start_time> meeting <start_date> tomorrow </start_date>	find_calendar_entry
1200 am	REMINDER	<start_time> 1200 am </start_time>	create_single_reminder
Activity API Scenario Status	EMAIL	<email_subject> Activity API Scenario Status </email_subject>	send_email
find dexters 新冠肺炎防疫防控期间HR相关问题解答 @20200203	PEOPLE	find <contact_name> dexter </contact_name> s <people_attribute> 新冠肺炎防疫防控期间HR相关问题解答 @20200203 </people_attribute>	search_people_attribute
excel by upadhyaya called LU enablement of S+A NL search scenarios - V2	FILES	<file_type> excel </file_type> by <contact_name> upadhyaya </contact_name> called <file_name> LU enablement of S+A NL search scenarios - V2 </file_name>	file_search
find me SM FY20 _ full context docx by yaram venkata	FILES	find me <file_keyword> SM FY20 _ full context </file_keyword> <file_type> docx </file_type> by <contact_name> yaram venkata </contact_name>	file_search
my last Opt-in Promotion Proposal	CALENDAR	my <order_ref> last </order_ref> <title> Opt-in Promotion Proposal </title>	find_calendar_entry
doc yaram venkata	FILES	<file_type> doc </file_type> <contact_name> yaram venkata </contact_name>	file_search
mail rajesh Endpoint_Admin_User_Controls	EMAIL	mail <contact_name> rajesh </contact_name> <message> Endpoint_Admin_User_Controls </message>	send_email
remind me to S+A Assistant Resourcing Map every friday at 800 am	REMINDER	remind me to <reminder_text> S+A Assistant Resourcing Map </reminder_text> <start_date> every friday </start_date> at <start_time> 800 am </start_time>	create_single_reminder
yiwen wus files	FILES	<contact_name> yiwen wu </contact_name> s files	file_search
my Search Answers Extensibility meetings with tony	CALENDAR	my <title> Search Answers Extensibility </title> meetings with <contact_name> tony </contact_name>	find_calendar_entry
fine diegos Local Search 101	PEOPLE	fine <contact_name> diego </contact_name> s <people_attribute> Local Search 101 </people_attribute>	search_people_attribute
find shwetambaris SA_SMFramework info	PEOPLE	find <contact_name> shwetambari </contact_name> s <people_attribute> SA_SMFramework </people_attribute> info	search_people_attribute
doc yaram venkata shared about FY19-20 AI in M365 readiness	FILES	<file_type> doc </file_type> <contact_name> yaram venkata </contact_name> <file_action> shared </file_action> about <file_keyword> FY19-20 AI in M365 readiness </file_keyword>	file_search
link xls by ashuthosh	FILES	<file_keyword> link </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh </contact_name>	file_search
what is haris Day in a life - Outlook Cortana Dec 17	PEOPLE	what is <contact_name> hari </contact_name> s <people_attribute> Day in a life - Outlook Cortana Dec 17 </people_attribute>	search_people_attribute
start my M365 Search - 3S Instrumentation - Client Contracts spreadsheet	FILES	start <contact_name> my </contact_name> <file_keyword> M365 Search - 3S Instrumentation - Client Contracts </file_keyword> <file_type> spreadsheet </file_type>	file_search
when is my next sustainability - civil society appointment	CALENDAR	when is my <start_time> next </start_time> <title> sustainability - civil society </title> appointment	find_calendar_when
xls ashuthosh upadhyaya shared about MSAI-Cognition Joint Shiproom	FILES	<file_type> xls </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> MSAI-Cognition Joint Shiproom </file_keyword>	file_search
send email to rajesh	EMAIL	send <message_type> email </message_type> to <contact_name> rajesh </contact_name>	send_email
what is Kingston-WorkingDeck	PEOPLE	what is <people_attribute> Kingston-WorkingDeck </people_attribute>	search_people_attribute
doc named Set Up Cortana for Commute for Microsoft account	FILES	<file_type> doc </file_type> named <file_name> Set Up Cortana for Commute for Microsoft account </file_name>	file_search
open up my Highlights extraction from meeting transcript - Jan 2020 presentation	FILES	open up <contact_name> my </contact_name> <file_keyword> Highlights extraction from meeting transcript - Jan 2020 </file_keyword> <file_type> presentation </file_type>	file_open
files titled Jan 2020 All Hands	FILES	files titled <file_name> Jan 2020 All Hands </file_name>	file_search
open Cortana for Groups design variations study report file	FILES	open <file_keyword> Cortana for Groups design variations study report </file_keyword> file	file_open
20H1 M365 Modern Workplace Scenarios from last weeks brownbag lunch meeting chat	TEAMSMESSAGE	<keyword> 20H1 M365 Modern Workplace Scenarios </keyword> from <start_date> last weeks </start_date> <chat_name> brownbag lunch meeting </chat_name> chat	search_message
send a mail to rajesh that Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL	EMAIL	send a <message_type> mail </message_type> to <contact_name> rajesh </contact_name> that <message> Search and Assistant in Outlook Mobile - Quarterly Plan Checkpoint - January 29th FINAL </message>	send_email
spreadsheet by upadhyaya about New Hire General App  - Facilitators Guide	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> New Hire General App  - Facilitators Guide </file_keyword>	file_search
Weekly Whole Page and Answers Ship Meeting tomorrow at 500 pm	CALENDAR	<title> Weekly Whole Page and Answers Ship Meeting </title> <start_date> tomorrow </start_date> at <start_time> 500 pm </start_time>	find_calendar_entry
xlsx named New hire	FILES	<file_type> xlsx </file_type> named <file_name> New hire </file_name>	file_search
show me rich mains Do More With Teams Landing Deck	PEOPLE	show me <contact_name> rich mains </contact_name> <people_attribute> Do More With Teams Landing Deck </people_attribute>	search_people_attribute
what is shumans Voice Skills - Native Flow Fallback for Contact Resolution	PEOPLE	what is <contact_name> shuman </contact_name> s <people_attribute> Voice Skills - Native Flow Fallback for Contact Resolution </people_attribute>	search_people_attribute
add S+A OM focused Shiproom 01212020 to my bathroom list	NOTE	add <note_text> S+A OM focused Shiproom 01212020 </note_text> to my <title> bathroom </title> <data_type> list </data_type>	add_to_note
add Microsoft Search Feature Review Schedule &amp; Agenda to my wunderlist	NOTE	add <note_text> Microsoft Search Feature Review Schedule &amp; Agenda </note_text> to my <app_name> wunderlist </app_name>	add_to_note
cancel my afternoon meetings	CALENDAR	cancel my <start_time> afternoon </start_time> meetings	delete_calendar_entry
find presentation TestCasesReport-Week49_Dec16- Dec20 JLGA - Copy file	FILES	find <file_type> presentation </file_type> <file_keyword> TestCasesReport-Week49_Dec16- Dec20 JLGA - Copy </file_keyword> file	file_search
whats on my calendar for today	CALENDAR	whats on my calendar for <start_date> today </start_date>	find_calendar_entry
show me dexters Suggested Attachment	PEOPLE	show me <contact_name> dexter </contact_name> s <people_attribute> Suggested Attachment </people_attribute>	search_people_attribute
docx by yaram called SubstrateSearchWorkingSession-Jan2020	FILES	<file_type> docx </file_type> by <contact_name> yaram </contact_name> called <file_name> SubstrateSearchWorkingSession-Jan2020 </file_name>	file_search
document by suman venkata called Cortana on Windows Vibranium International Plan	FILES	document by <contact_name> suman venkata </contact_name> called <file_name> Cortana on Windows Vibranium International Plan </file_name>	file_search
meeting with tony	CALENDAR	meeting with <contact_name> tony </contact_name>	find_calendar_entry
can you find FY20 Q2 Task Assistance OKRs docx by suman	FILES	can you find <file_keyword> FY20 Q2 Task Assistance OKRs </file_keyword> <file_type> docx </file_type> by <contact_name> suman </contact_name>	file_search
word venkata shared about The Advantages of Doing Review	FILES	<file_type> word </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> The Advantages of Doing Review </file_keyword>	file_search
what is krishns Presentation to reciever	PEOPLE	what is <contact_name> krishn </contact_name> s <people_attribute> Presentation to reciever </people_attribute>	search_people_attribute
who to report malicious email to	PEOPLE	who to report malicious email to	people_other
create a reminder to Liming Ji_Resume_Software Engineer when i reach office	REMINDER	create a reminder to <reminder_text> Liming Ji_Resume_Software Engineer </reminder_text> when i reach <implicit_location> office </implicit_location>	create_single_reminder
remind me at 105 everyday to FY20Q3 Email Triage Individual OKRs	REMINDER	remind me at <start_time> 105 </start_time> <start_date> everyday </start_date> to <reminder_text> FY20Q3 Email Triage Individual OKRs </reminder_text>	create_single_reminder
find davis Local Search 101	PEOPLE	find <contact_name> davis </contact_name> <people_attribute> Local Search 101 </people_attribute>	search_people_attribute
find me OMC Data Pipeline excel by upadhyaya	FILES	find me <file_keyword> OMC Data Pipeline </file_keyword> <file_type> excel </file_type> by <contact_name> upadhyaya </contact_name>	file_search
word by venkata suman yaram about QuickBuild	FILES	<file_type> word </file_type> by <contact_name> venkata suman yaram </contact_name> about <file_keyword> QuickBuild </file_keyword>	file_search
add Metastream Injection for Email Search to my bathroom list	NOTE	add <note_text> Metastream Injection for Email Search </note_text> to my <title> bathroom </title> <data_type> list </data_type>	add_to_note
when is my last meeting tomorrow	CALENDAR	when is my <order_ref> last </order_ref> meeting <start_date> tomorrow </start_date>	find_calendar_when
open Yubikey requests file by shravan kumar chava	FILES	open <file_keyword> Yubikey requests </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	file_open
venkata suman yaram doc	FILES	<contact_name> venkata suman yaram </contact_name> <file_type> doc </file_type>	file_search
create a meeting on june 22nd	CALENDAR	create a meeting on <start_date> june 22nd </start_date>	create_calendar_entry
open Bot Design docx by yaram venkata	FILES	open <file_keyword> Bot Design </file_keyword> <file_type> docx </file_type> by <contact_name> yaram venkata </contact_name>	file_open
where is my next DRI Handbook meeting	CALENDAR	where is my <start_time> next </start_time> <title> DRI Handbook </title> meeting	find_calendar_where
set up a meeting about Healthcare - FY20 Launch Deck	CALENDAR	set up a meeting about <title> Healthcare - FY20 Launch Deck </title>	create_calendar_entry
when is my Teams Virtual Consults and Bookings Update - Jan 22 2020 meeting	CALENDAR	when is my <title> Teams Virtual Consults and Bookings Update - Jan 22 2020 </title> meeting	find_calendar_when
talon	PEOPLE	<contact_name> talon </contact_name>	search_people_by_name
send a note to satya 2019-11 MSAI IL Research - Task Modeling Overview with Nitin	EMAIL	send a <message_type> note </message_type> to <contact_name> satya </contact_name> <message> 2019-11 MSAI IL Research - Task Modeling Overview with Nitin </message>	send_email
show me diegos COGS and Latency info	PEOPLE	show me <contact_name> diego </contact_name> s <people_attribute> COGS and Latency </people_attribute> info	search_people_attribute
what is abrahams pdp-core dev stuff	PEOPLE	what is <contact_name> abraham </contact_name> s <people_attribute> pdp-core dev stuff </people_attribute>	search_people_attribute
word venkata suman yaram shared about Voice Skills BVT Manual Test Cases (Core)	FILES	<file_type> word </file_type> <contact_name> venkata suman yaram </contact_name> <file_action> shared </file_action> about <file_keyword> Voice Skills BVT Manual Test Cases (Core) </file_keyword>	file_search
show files from diego	FILES	show files from <contact_name> diego </contact_name>	file_search
show Embedded Intelligence Checkpoint (Jan 2020) spreadsheet	FILES	show <file_keyword> Embedded Intelligence Checkpoint (Jan 2020) </file_keyword> <file_type> spreadsheet </file_type>	file_search
upadhyaya files	FILES	<contact_name> upadhyaya </contact_name> files	file_search
on my birthday	REMINDER	<start_date> on my birthday </start_date>	create_single_reminder
remind me to EASTeamStructure in 2 minutes	REMINDER	remind me to <reminder_text> EASTeamStructure </reminder_text> <start_time> in 2 minutes </start_time>	create_single_reminder
Single-suggestion meeting suggestions with context - explorations deck for malik	FILES	<file_keyword> Single-suggestion meeting suggestions with context - explorations </file_keyword> <file_type> deck </file_type> for <contact_name> malik </contact_name>	file_search
add Cortana_Assistance_RajeshMPR_Jan2020_Deck to	NOTE	add <note_text> Cortana_Assistance_RajeshMPR_Jan2020_Deck </note_text> to	add_to_note
remind me to copy at 900 pm today	REMINDER	remind me to <reminder_text> copy </reminder_text> at <start_time> 900 pm </start_time> <start_date> today </start_date>	create_single_reminder
send an email to rajesh that Set Up Compliant Cortana for iOS	EMAIL	send an <message_type> email </message_type> to <contact_name> rajesh </contact_name> that <message> Set Up Compliant Cortana for iOS </message>	send_email
Partners Notebook document by yaram venkata	FILES	<file_keyword> Partners Notebook </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
when is my Team and Objectives meeting	CALENDAR	when is my <title> Team and Objectives </title> meeting	find_calendar_when
spreadsheet by ashuthosh about Core Platform Shiproom -- CURRENT	FILES	<file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name> about <file_keyword> Core Platform Shiproom -- CURRENT </file_keyword>	file_search
Spec for Outlook commute feedback xlsx by ashuthosh	FILES	<file_keyword> Spec for Outlook commute feedback </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	file_search
set a reminder to Teams Search-Shiproom_01_23_2020 tomorrow pm	REMINDER	set a reminder to <reminder_text> Teams Search-Shiproom_01_23_2020 </reminder_text> <start_date> tomorrow </start_date> <start_time> pm </start_time>	create_single_reminder
doc shared by yaram venkata	FILES	<file_type> doc </file_type> <file_action> shared </file_action> by <contact_name> yaram venkata </contact_name>	file_search
word by suman about Working doc for Day Overview	FILES	<file_type> word </file_type> by <contact_name> suman </contact_name> about <file_keyword> Working doc for Day Overview </file_keyword>	file_search
open recent created file [Migrated] Onboarding to ExP	FILES	open <file_recency> recent </file_recency> <file_action> created </file_action> file <file_keyword> [Migrated] Onboarding to ExP </file_keyword>	file_open
display recently edited file named SfB Interop Monitoring	FILES	display <file_recency> recently </file_recency> <file_action> edited </file_action> file named <file_name> SfB Interop Monitoring </file_name>	file_search
email with subject Common	EMAIL	email with subject <email_subject> Common </email_subject>	send_email
send mail to jose that Substrate Search Query API V1 Specification	EMAIL	send <message_type> mail </message_type> to <contact_name> jose </contact_name> that <message> Substrate Search Query API V1 Specification </message>	send_email
upadhyayas xls files shared with me	FILES	<contact_name> upadhyaya </contact_name> s <file_type> xls </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
messages in team chat before 2pm	TEAMSMESSAGE	messages in <chat_name> team </chat_name> chat before <end_time> 2pm </end_time>	search_message
from bob about ConsentLanguage_072117	TEAMSMESSAGE	from <contact_name_from> bob </contact_name_from> about <keyword> ConsentLanguage_072117 </keyword>	search_message
schedule a new teams meeting for 500 pm today	CALENDAR	schedule a new <meeting_type> teams </meeting_type> meeting for <start_time> 500 pm </start_time> <start_date> today </start_date>	create_calendar_entry
who is nelson	PEOPLE	who is <contact_name> nelson </contact_name>	search_people_by_name
Towards a theory of software development expertise present reminder	REMINDER	<reminder_text> Towards a theory of software development expertise present </reminder_text> reminder	create_single_reminder
send an email to nitin that Communication and Collaboration - Post Wave 1	EMAIL	send an <message_type> email </message_type> to <contact_name> nitin </contact_name> that <message> Communication and Collaboration - Post Wave 1 </message>	send_email
spreadsheet ashuthosh upadhyaya shared about Voice Skills BVT - basic test cases	FILES	<file_type> spreadsheet </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> Voice Skills BVT - basic test cases </file_keyword>	file_search
find a room with a projector	CALENDAR	find a room with a projector	find_meeting_room
