ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_8697	0		user	what time is Substrate_Conversation_Intelligence_Design meeting	find_calendar_when	CALENDAR	what time is <title> Substrate_Conversation_Intelligence_Design </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_8698	0		user	messages talking about AU-GB	search_message	TEAMSMESSAGE	messages talking about <keyword> AU-GB </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8699	0		user	whats yiwen wus Voice Skills BVT - basic test cases	search_people_attribute	PEOPLE	whats <contact_name> yiwen wu </contact_name> s <people_attribute> Voice Skills BVT - basic test cases </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8700	0		user	remind me to image00001 tomorrow	create_single_reminder	REMINDER	remind me to <reminder_text> image00001 </reminder_text> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8701	0		user	add XTS subject to my calendar at 535 pm today	create_calendar_entry	CALENDAR	add <title> XTS </title> subject to my calendar at <start_time> 535 pm </start_time> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8702	0		user	document by suman venkata about iOS Core Skills + Extras	file_search	FILES	document by <contact_name> suman venkata </contact_name> about <file_keyword> iOS Core Skills + Extras </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8703	0		user	yaram document	file_search	FILES	<contact_name> yaram </contact_name> document	{}	[]	1	PositiveFullMatch
filesearch_fileType_8704	0		user	files edited by me	file_search	FILES	files <file_action> edited </file_action> by <contact_name> me </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8705	0		user	when is upcoming Action-Items - Scenario Learnings meetings with ming	find_calendar_when	CALENDAR	when is <start_time> upcoming </start_time> <title> Action-Items - Scenario Learnings </title> meetings with <contact_name> ming </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8706	0		user	open Endpoints Table file by shravan kumar chava	file_open	FILES	open <file_keyword> Endpoints Table </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8707	0		user	docx named EmailSkillExploration_rng_24-01-2020	file_search	FILES	<file_type> docx </file_type> named <file_name> EmailSkillExploration_rng_24-01-2020 </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8708	0		user	excel by ashuthosh called Calendar Dialog Design Doc	file_search	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh </contact_name> called <file_name> Calendar Dialog Design Doc </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8709	0		user	weeklySmaugMeeting information from lydia	search_people_attribute	PEOPLE	<people_attribute> weeklySmaugMeeting </people_attribute> information from <contact_name> lydia </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8710	0		user	remind me to 3.3 Quiz - qihao at 300 pm tomorrow	create_single_reminder	REMINDER	remind me to <reminder_text> 3.3 Quiz - qihao </reminder_text> at <start_time> 300 pm </start_time> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8711	0		user	set a reminder for Spec for Accept-Decline	create_single_reminder	REMINDER	set a reminder for <reminder_text> Spec for Accept-Decline </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8712	0		user	send email to rajesh that Skills Teams LT review 02-12-20	send_email	EMAIL	send <message_type> email </message_type> to <contact_name> rajesh </contact_name> that <message> Skills Teams LT review 02-12-20 </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8713	0		user	dwight krugers ShayM	search_people_attribute	PEOPLE	<contact_name> dwight kruger </contact_name> s <people_attribute> ShayM </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8714	0		user	when is my next Context meeting with tony	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> <title> Context </title> meeting with <contact_name> tony </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8715	0		user	can you find Mobile Client Telemetry Release Impact Details xls by ashuthosh upadhyaya	file_search	FILES	can you find <file_keyword> Mobile Client Telemetry Release Impact Details </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8716	0		user	do i have a meeting on Cortana_Processing state	find_calendar_entry	CALENDAR	do i have a meeting on <title> Cortana_Processing state </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8717	0		user	remind me to SubstratePartnerDiscussion_Cortana_2019Sep30 at noon today	create_single_reminder	REMINDER	remind me to <reminder_text> SubstratePartnerDiscussion_Cortana_2019Sep30 </reminder_text> at <start_time> noon </start_time> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8718	0		user	remind me to Cortana Deprecations Tracker that	create_single_reminder	REMINDER	remind me to <reminder_text> Cortana Deprecations Tracker </reminder_text> that	{}	[]	1	PositiveFullMatch
filesearch_fileType_8719	0		user	send an email to nitin	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> nitin </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8720	0		user	when is my next event	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> event	{}	[]	1	PositiveFullMatch
filesearch_fileType_8721	0		user	xlsx by upadhyaya about Demos and Talking Points	file_search	FILES	<file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Demos and Talking Points </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8722	0		user	find me Performance Data xlsx by upadhyaya	file_search	FILES	find me <file_keyword> Performance Data </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8723	0		user	messages from carrie about FY20 Q2 Action Item Extraction from Meetings OKRs Reflection	search_message	TEAMSMESSAGE	messages from <contact_name_from> carrie </contact_name_from> about <keyword> FY20 Q2 Action Item Extraction from Meetings OKRs Reflection </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8724	0		user	whats melissas MM-DD-YYYY  REVIEW NAME - Full	search_people_attribute	PEOPLE	whats <contact_name> melissa </contact_name> s <people_attribute> MM-DD-YYYY  REVIEW NAME - Full </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8725	0		user	excel by ashuthosh upadhyaya called Cortana in Teams R2 Weekly Shiproom	file_search	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> called <file_name> Cortana in Teams R2 Weekly Shiproom </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8726	0		user	email jose Cortana Queries	send_email	EMAIL	email <contact_name> jose </contact_name> <message> Cortana Queries </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8727	0		user	find shwetambari mokadams Cortana in Teams - Pending work for GA	search_people_attribute	PEOPLE	find <contact_name> shwetambari mokadam </contact_name> s <people_attribute> Cortana in Teams - Pending work for GA </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8728	0		user	book meeting with michael on may 16	create_calendar_entry	CALENDAR	book meeting with <contact_name> michael </contact_name> on <start_date> may 16 </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8729	0		user	messages from shuyin last week on FY19-Q4-OKRs	search_message	TEAMSMESSAGE	messages from <contact_name_from> shuyin </contact_name_from> <start_date> last week </start_date> on <keyword> FY19-Q4-OKRs </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8730	0		user	find Dogfood testers of lisa	search_people_attribute	PEOPLE	find <people_attribute> Dogfood testers </people_attribute> of <contact_name> lisa </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8731	0		user	what is lisas H1 Features Test Plan	search_people_attribute	PEOPLE	what is <contact_name> lisa </contact_name> s <people_attribute> H1 Features Test Plan </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8732	0		user	find Transition Plan for Teams Message Search of jason	search_people_attribute	PEOPLE	find <people_attribute> Transition Plan for Teams Message Search </people_attribute> of <contact_name> jason </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8733	0		user	docx suman shared about M365 Search - 3S Instrumentation - Client Contracts	file_search	FILES	<file_type> docx </file_type> <contact_name> suman </contact_name> <file_action> shared </file_action> about <file_keyword> M365 Search - 3S Instrumentation - Client Contracts </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8734	0		user	open Data Handling Standards file	file_open	FILES	open <file_keyword> Data Handling Standards </file_keyword> file	{}	[]	1	PositiveFullMatch
filesearch_fileType_8735	0		user	email andrew Nov -Dec update	send_email	EMAIL	email <contact_name> andrew </contact_name> <message> Nov -Dec update </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8736	0		user	remind me to ICE Services Weekly Review every day in evening	create_single_reminder	REMINDER	remind me to <reminder_text> ICE Services Weekly Review </reminder_text> <start_date> every day </start_date> in <start_time> evening </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8737	0		user	whats my day like	find_calendar_entry	CALENDAR	whats my day like	{}	[]	1	PositiveFullMatch
filesearch_fileType_8738	0		user	who works in project panda	search_people_by_attribute	PEOPLE	who works in project <project_name> panda </project_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8739	0		user	remind me to SfB Interop Monitoring 5 days from now at 600 pm	create_single_reminder	REMINDER	remind me to <reminder_text> SfB Interop Monitoring </reminder_text> <start_date> 5 days from now </start_date> at <start_time> 600 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8740	0		user	when is my Highlights extraction from meeting transcript - Jan 2020 with kalyan	find_calendar_when	CALENDAR	when is my <title> Highlights extraction from meeting transcript - Jan 2020 </title> with <contact_name> kalyan </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8741	0		user	join 新冠肺炎防疫防控期间HR相关问题解答 @20200203 tomorrow	connect_to_meeting	CALENDAR	join <title> 新冠肺炎防疫防控期间HR相关问题解答 @20200203 </title> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8742	0		user	send a note to ashok Universal Search + Assistant - FY20 Q3 Backlog	send_email	EMAIL	send a <message_type> note </message_type> to <contact_name> ashok </contact_name> <message> Universal Search + Assistant - FY20 Q3 Backlog </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8743	0		user	find GESS H1 2020 Teams xlsx	file_search	FILES	find <file_keyword> GESS H1 2020 Teams </file_keyword> <file_type> xlsx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8744	0		user	word by venkata about Monthly Goals	file_search	FILES	<file_type> word </file_type> by <contact_name> venkata </contact_name> about <file_keyword> Monthly Goals </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8745	0		user	email craig	send_email	EMAIL	email <contact_name> craig </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8746	0		user	messages from december 1st up to this weekend	search_message	TEAMSMESSAGE	messages from <start_date> december 1st </start_date> up to <end_date> this weekend </end_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8747	0		user	remind me to FY202H Toggle Settings via Voice in Outlook Mobile in one minute	create_single_reminder	REMINDER	remind me to <reminder_text> FY202H Toggle Settings via Voice in Outlook Mobile </reminder_text> <start_time> in one minute </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8748	0		user	show my agenda for tomorrow	navigate_calendar	CALENDAR	show my agenda for <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8749	0		user	document modified by yaram venkata	file_search	FILES	document <file_action> modified </file_action> by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8750	0		user	Calling on Outlook Mobile Commute excel by ashuthosh	file_search	FILES	<file_keyword> Calling on Outlook Mobile Commute </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8751	0		user	mail craig People Q2_Q3	send_email	EMAIL	mail <contact_name> craig </contact_name> <message> People Q2_Q3 </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8752	0		user	devs in belevue	search_people_by_attribute	PEOPLE	<job_title> devs </job_title> in <office_location> belevue </office_location>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8753	0		user	to bob about Tal Dangur	search_message	TEAMSMESSAGE	to <contact_name_to> bob </contact_name_to> about <keyword> Tal Dangur </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8754	0		user	xlsx by upadhyaya called GDPR Service Solution for Cortana	file_search	FILES	<file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name> called <file_name> GDPR Service Solution for Cortana </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8755	0		user	share Errors for Cortana in Teams iOS &amp; Android presentation with carrie parker	file_share	FILES	share <file_keyword> Errors for Cortana in Teams iOS &amp; Android </file_keyword> <file_type> presentation </file_type> with <to_contact_name> carrie parker </to_contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8756	0		user	whens my next Flighting in compliance -Phase1 with allison	find_calendar_when	CALENDAR	whens my <start_time> next </start_time> <title> Flighting in compliance -Phase1 </title> with <contact_name> allison </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8757	0		user	who is sha	search_people_by_name	PEOPLE	who is <contact_name> sha </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8758	0		user	what do i have friday morning	find_calendar_entry	CALENDAR	what do i have <start_date> friday </start_date> <start_time> morning </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8759	0		user	add 6to5 on thursday 200 pm	create_calendar_entry	CALENDAR	add <title> 6to5 </title> on <start_date> thursday </start_date> <start_time> 200 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8760	0		user	send a note to craig Teams Search High level Architecture Diagram	send_email	EMAIL	send a <message_type> note </message_type> to <contact_name> craig </contact_name> <message> Teams Search High level Architecture Diagram </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8761	0		user	remind me at 145 today that i have a MicrosoftSearch-UniversalAPI	create_single_reminder	REMINDER	remind me at <start_time> 145 </start_time> <start_date> today </start_date> that i have a <reminder_text> MicrosoftSearch-UniversalAPI </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8762	0		user	remind me to talk to bala tonight Augmentation Loop Walking Deck	create_single_reminder	REMINDER	remind me to <reminder_text> Augmentation Loop Walking Deck </reminder_text> <start_time> tonight </start_time> <reminder_text> Augmentation Loop Walking Deck </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8763	0		user	Cortana UWP app - skill readiness files	file_search	FILES	<file_keyword> Cortana UWP app - skill readiness </file_keyword> files	{}	[]	1	PositiveFullMatch
filesearch_fileType_8764	0		user	what is jose gomezangulos People Also Ask	search_people_attribute	PEOPLE	what is <contact_name> jose gomezangulo </contact_name> s <people_attribute> People Also Ask </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8765	0		user	where is calvins Task Assistance_Q2 grades	search_people_attribute	PEOPLE	where is <contact_name> calvin </contact_name> s <people_attribute> Task Assistance_Q2 grades </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8766	0		user	play meeting	find_calendar_entry	CALENDAR	play meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_8767	0		user	where is shirishs Worksheet	search_people_attribute	PEOPLE	where is <contact_name> shirish </contact_name> s <people_attribute> Worksheet </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8768	0		user	can you find SfB Interop Monitoring xlsx by upadhyaya	file_search	FILES	can you find <file_keyword> SfB Interop Monitoring </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8769	0		user	find me People Skill Voice Module word by yaram venkata	file_search	FILES	find me <file_keyword> People Skill Voice Module </file_keyword> <file_type> word </file_type> by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8770	0		user	find messages in dri chat about UWP Skill roundup - Privacy Security Compliance tracking	search_message	TEAMSMESSAGE	find messages in <chat_name> dri </chat_name> chat about <keyword> UWP Skill roundup - Privacy Security Compliance tracking </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8771	0		user	create a list called pancake	create_note	NOTE	create a <data_type> list </data_type> called <title> pancake </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8772	0		user	jasons File Search Skill_Dialogs	search_people_attribute	PEOPLE	<contact_name> jason </contact_name> s <people_attribute> File Search Skill_Dialogs </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8773	0		user	add Signed_Tax_InvoiceReceipt_No_101201 to my calendar at	create_calendar_entry	CALENDAR	add <title> Signed_Tax_InvoiceReceipt_No_101201 </title> to my calendar at	{}	[]	1	PositiveFullMatch
filesearch_fileType_8774	0		user	find 01-30-2020 Knowledge Bot - Full for judy joseph	search_people_attribute	PEOPLE	find <people_attribute> 01-30-2020 Knowledge Bot - Full </people_attribute> for <contact_name> judy joseph </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8775	0		user	remind me to Meeting Notes at noon today	create_single_reminder	REMINDER	remind me to <reminder_text> Meeting Notes </reminder_text> at <start_time> noon </start_time> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8776	0		user	reminder to Microsoft Search Feature Review Schedule &amp; Agenda at 600 pm	create_single_reminder	REMINDER	reminder to <reminder_text> Microsoft Search Feature Review Schedule &amp; Agenda </reminder_text> at <start_time> 600 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8777	0		user	find time to cortana_alignment_om_teams_2	check_availability	CALENDAR	find time to <title> cortana_alignment_om_teams_2 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8778	0		user	document called Review One Test	file_search	FILES	document called <file_name> Review One Test </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8779	0		user	tomorrow	create_single_reminder	REMINDER	<start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8780	0		user	remind me monday morning to Focused Inbox - Introduction	create_single_reminder	REMINDER	remind me <start_date> monday </start_date> <start_time> morning </start_time> to <reminder_text> Focused Inbox - Introduction </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8781	0		user	open 2020-01-16-MSAI Assistant Initiative Review spreadsheet by ashuthosh	file_open	FILES	open <file_keyword> 2020-01-16-MSAI Assistant Initiative Review </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8782	0		user	can you find EntityServe for 3S spreadsheet by ashuthosh upadhyaya	file_search	FILES	can you find <file_keyword> EntityServe for 3S </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8783	0		user	today at 200 pm	create_calendar_entry	CALENDAR	<start_date> today </start_date> at <start_time> 200 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8784	0		user	nidhi FY20 Q3 Email Triage	find_calendar_entry	CALENDAR	<contact_name> nidhi </contact_name> <title> FY20 Q3 Email Triage </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8785	0		user	who is kiki	search_people_by_name	PEOPLE	who is <contact_name> kiki </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8786	0		user	docx by suman venkata named ServicesManager	file_search	FILES	<file_type> docx </file_type> by <contact_name> suman venkata </contact_name> named <file_name> ServicesManager </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8787	0		user	what is jon harriss Overview_AzureCompliance_Tracker_Current	search_people_attribute	PEOPLE	what is <contact_name> jon harris </contact_name> s <people_attribute> Overview_AzureCompliance_Tracker_Current </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8788	0		user	can you find Task Forces spreadsheet by upadhyaya	file_search	FILES	can you find <file_keyword> Task Forces </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8789	0		user	show WebSdk Testing excel	file_search	FILES	show <file_keyword> WebSdk Testing </file_keyword> <file_type> excel </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8790	0		user	find messages between june and august about AssistantUserRelationshipOKRs	search_message	TEAMSMESSAGE	find messages between <start_date> june </start_date> and <end_date> august </end_date> about <keyword> AssistantUserRelationshipOKRs </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8791	0		user	set a reminder to TaskExtractiononTeams	create_single_reminder	REMINDER	set a reminder to <reminder_text> TaskExtractiononTeams </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8792	0		user	delete this saturdays event Queries with SR Issues at 200 pm	delete_calendar_entry	CALENDAR	delete <start_date> this saturday </start_date> s event <title> Queries with SR Issues </title> at <start_time> 200 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8793	0		user	Calling Dialog Doc docx	file_search	FILES	<file_keyword> Calling Dialog Doc </file_keyword> <file_type> docx </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8794	0		user	Centralized Dashboard from last weeks brownbag lunch meeting chat	search_message	TEAMSMESSAGE	<keyword> Centralized Dashboard </keyword> from <start_date> last weeks </start_date> <chat_name> brownbag lunch meeting </chat_name> chat	{}	[]	1	PositiveFullMatch
filesearch_fileType_8795	0		user	remind me to Team Mobile Search - 3S dependency list at 300 pm tomorrow	create_single_reminder	REMINDER	remind me to <reminder_text> Team Mobile Search - 3S dependency list </reminder_text> at <start_time> 300 pm </start_time> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8796	0		user	messages talking about AI 365 30 January 2020	search_message	TEAMSMESSAGE	messages talking about <keyword> AI 365 30 January 2020 </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8797	0		user	send email to andrew that Knowledge Mining Team Capacity Plan	send_email	EMAIL	send <message_type> email </message_type> to <contact_name> andrew </contact_name> that <message> Knowledge Mining Team Capacity Plan </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8798	0		user	find me CalendarWorkingDocument_0113_draft spreadsheet by ashuthosh upadhyaya	file_search	FILES	find me <file_keyword> CalendarWorkingDocument_0113_draft </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8799	0		user	set a reminder for Data	create_single_reminder	REMINDER	set a reminder for <reminder_text> Data </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8800	0		user	word by yaram venkata named 70 Indigo Ticket - Bangalore - Trivandrum - Bangalore - 30 Jan - 01 Feb 2020	file_search	FILES	<file_type> word </file_type> by <contact_name> yaram venkata </contact_name> named <file_name> 70 Indigo Ticket - Bangalore - Trivandrum - Bangalore - 30 Jan - 01 Feb 2020 </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8801	0		user	what is fernandos Skills Teams LT review 02-12-20	search_people_attribute	PEOPLE	what is <contact_name> fernando </contact_name> s <people_attribute> Skills Teams LT review 02-12-20 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8802	0		user	find me Calling Dialog Doc document by suman venkata	file_search	FILES	find me <file_keyword> Calling Dialog Doc </file_keyword> document by <contact_name> suman venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8803	0		user	email beryl External scheduling demo walk-through	send_email	EMAIL	email <contact_name> beryl </contact_name> <message> External scheduling demo walk-through </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8804	0		user	send mail to ashok that QAS FY20 Q3 OKR	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> ashok </contact_name> that <message> QAS FY20 Q3 OKR </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8805	0		user	xls by ashuthosh upadhyaya about S+A OM focused Shiproom 01142020	file_search	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> about <file_keyword> S+A OM focused Shiproom 01142020 </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8806	0		user	add S+A OM focused Shiproom 01282020 to my tasks list	add_to_note	NOTE	add <note_text> S+A OM focused Shiproom 01282020 </note_text> to my <title> tasks </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8807	0		user	docx by suman named CPGC012120_final	file_search	FILES	<file_type> docx </file_type> by <contact_name> suman </contact_name> named <file_name> CPGC012120_final </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8808	0		user	find files Cortana in Teams - Contact Resolution in Communication Skills	file_search	FILES	find files <file_keyword> Cortana in Teams - Contact Resolution in Communication Skills </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8809	0		user	remind me to SubstrateAuthInPictures in	create_single_reminder	REMINDER	remind me to <reminder_text> SubstrateAuthInPictures </reminder_text> in	{}	[]	1	PositiveFullMatch
filesearch_fileType_8810	0		user	document by venkata called C+T Document Culture Plan	file_search	FILES	document by <contact_name> venkata </contact_name> called <file_name> C+T Document Culture Plan </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8811	0		user	send mail to andrew that File Search Skill_Dialogs	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> andrew </contact_name> that <message> File Search Skill_Dialogs </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8812	0		user	docx venkata shared about MSAI services B2 Deployment blockers	file_search	FILES	<file_type> docx </file_type> <contact_name> venkata </contact_name> <file_action> shared </file_action> about <file_keyword> MSAI services B2 Deployment blockers </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8813	0		user	schedule Perf OKRs tomorrow am at 800 am	create_calendar_entry	CALENDAR	schedule <title> Perf OKRs </title> <start_date> tomorrow </start_date> <start_time> am </start_time> at 800 <start_time> am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8814	0		user	rename thursdays event to Outlook Mobile SERP Migration	change_calendar_entry	CALENDAR	rename <start_date> thursdays </start_date> event to <title> Outlook Mobile SERP Migration </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8815	0		user	email craig Cortana on Windows Vibranium International Plan	send_email	EMAIL	email <contact_name> craig </contact_name> <message> Cortana on Windows Vibranium International Plan </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8816	0		user	remind me every monday night to Substrate Inference	create_single_reminder	REMINDER	remind me <start_date> every monday </start_date> <start_time> night </start_time> to <reminder_text> Substrate Inference </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8817	0		user	chats from jane	search_message	TEAMSMESSAGE	chats from <contact_name_from> jane </contact_name_from>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8818	0		user	where does tarai UWP Skill roundup - Privacy Security Compliance tracking	search_people_attribute	PEOPLE	where does <contact_name> tarai </contact_name> <people_attribute> UWP Skill roundup - Privacy Security Compliance tracking </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8819	0		user	open International_Skill_English_assess spreadsheet by ashuthosh	file_open	FILES	open <file_keyword> International_Skill_English_assess </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8820	0		user	remind me to TestCasesReport-Week47_Nov 18th- Nov 22nd every one hour	create_single_reminder	REMINDER	remind me to <reminder_text> TestCasesReport-Week47_Nov 18th- Nov 22nd </reminder_text> <start_time> every one hour </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_8821	0		user	today at 500 pm	create_calendar_entry	CALENDAR	<start_date> today </start_date> at <start_time> 500 pm </start_time>	{}	[]	1	PositiveFullMatch
