MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
from malik with sheet attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> sheet </attachment_type> <attachment> attachment </attachment>	search_email
files from jim including an attachment	EMAILSEARCH	 files  from <contact_name_from> jim </contact_name_from> including an <attachment> attachment </attachment>	search_email
files from may with music work attachment	EMAILSEARCH	 files  from <start_date> may </start_date> with <keyword> music work </keyword> <attachment> attachment </attachment>	search_email
williams file with ppts attachment	EMAILSEARCH	<contact_name> williams </contact_name>  file  with <attachment_type> ppts </attachment_type> <attachment> attachment </attachment>	search_email
williams files with docs attachment	EMAILSEARCH	<contact_name> williams </contact_name>  files  with <attachment_type> docs </attachment_type> <attachment> attachment </attachment>	search_email
files from july with png attachments	EMAILSEARCH	 files  from <start_date> july </start_date> with <attachment_type> png </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment between february 26 and february 28	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> february 26 </start_date> and <end_date> february 28 </end_date>	search_email
look for presentation attachments	EMAILSEARCH	look for <attachment_type> presentation </attachment_type> <attachment> attachments </attachment>	search_email
attachment was not included on file	EMAILSEARCH	<attachment> attachment </attachment> was not included on  file 	search_email
let me see lauras file that has excel attachment	EMAILSEARCH	let me see <contact_name> laura </contact_name> s  file  that has <attachment_type> excel </attachment_type> <attachment> attachment </attachment>	search_email
show me files with attachments	EMAILSEARCH	show me  files  with <attachment> attachments </attachment>	search_email
files from jim boyle with png attachments	EMAILSEARCH	 files  from <contact_name_from> jim boyle </contact_name_from> with <attachment_type> png </attachment_type> <attachment> attachments </attachment>	search_email
look for file received from connor with a presentations attachment	EMAILSEARCH	look for  file  received from <contact_name_from> connor </contact_name_from> with a <attachment_type> presentations </attachment_type> <attachment> attachment </attachment>	search_email
last weeks messages with attachments	EMAILSEARCH	<start_date> last week </start_date> s messages with <attachment> attachments </attachment>	search_email
show files with attachment from kevin	EMAILSEARCH	show  files  with <attachment> attachment </attachment> from <contact_name_from> kevin </contact_name_from>	search_email
files with attachment sent yesterday	EMAILSEARCH	 files  with <attachment> attachment </attachment> sent <start_date> yesterday </start_date>	search_email
file with invoice attachment	EMAILSEARCH	 file  with <keyword> invoice </keyword> <attachment> attachment </attachment>	search_email
show file from ed with attachment	EMAILSEARCH	show  file  from <contact_name_from> ed </contact_name_from> with <attachment> attachment </attachment>	search_email
files attachments vons market	EMAILSEARCH	 files  <attachment> attachments </attachment> <keyword> vons market </keyword>	search_email
attachments from last tuesday	EMAILSEARCH	<attachment> attachments </attachment> from <start_date> last tuesday </start_date>	search_email
what files do i have that contain attachments	EMAILSEARCH	what  files  do i have that contain <attachment> attachments </attachment>	search_email
jim with power point attachment	EMAILSEARCH	<contact_name> jim </contact_name> with <attachment_type> power point </attachment_type> <attachment> attachment </attachment>	search_email
repair furnace diagram attachment file	EMAILSEARCH	<keyword> repair furnace diagram </keyword> <attachment> attachment </attachment>  file 	search_email
my file attachments for april 2019	EMAILSEARCH	my  file  <attachment> attachments </attachment> for <start_date> april 2019 </start_date>	search_email
pull up file sent to robert with attachments	EMAILSEARCH	pull up  file  sent to <contact_name_to> robert </contact_name_to> with <attachment> attachments </attachment>	search_email
last weeks file with attachments	EMAILSEARCH	<start_date> last week </start_date> s  file  with <attachment> attachments </attachment>	search_email
organize mailbox to show file with attachments	EMAILSEARCH	<keyword> organize mailbox </keyword> to show  file  with <attachment> attachments </attachment>	search_email
find file containing attachments	EMAILSEARCH	find  file  containing <attachment> attachments </attachment>	search_email
files from jon with attachments	EMAILSEARCH	 files  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment>	search_email
attachment ppts from mingzhu	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> ppts </attachment_type> from <contact_name_from> mingzhu </contact_name_from>	search_email
files from jayson with attachments about pop music	EMAILSEARCH	 files  from <contact_name_from> jayson </contact_name_from> with <attachment> attachments </attachment> about <keyword> pop music </keyword>	search_email
february 16th files with attachment	EMAILSEARCH	<start_date> february 16th </start_date>  files  with <attachment> attachment </attachment>	search_email
from rachel with invoice attachments	EMAILSEARCH	from <contact_name_from> rachel </contact_name_from> with <keyword> invoice </keyword> <attachment> attachments </attachment>	search_email
file from grandma with attachments	EMAILSEARCH	 file  from <relationship_name_from> grandma </relationship_name_from> with <attachment> attachments </attachment>	search_email
open files on visiting hospital with slide attachment	EMAILSEARCH	open  files  on <keyword> visiting hospital </keyword> with <attachment_type> slide </attachment_type> <attachment> attachment </attachment>	search_email
attachment included	EMAILSEARCH	<attachment> attachment </attachment> included	search_email
latest attachment from oleg	EMAILSEARCH	<order_ref> latest </order_ref> <attachment> attachment </attachment> from <contact_name_from> oleg </contact_name_from>	search_email
dog files with attachment	EMAILSEARCH	<keyword> dog </keyword>  files  with <attachment> attachment </attachment>	search_email
find all attachments	EMAILSEARCH	find all <attachment> attachments </attachment>	search_email
file with attachments in my inbox	EMAILSEARCH	 file  with <attachment> attachments </attachment> in my <destination_folder> inbox </destination_folder>	search_email
files with attachment from lazlo	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <contact_name_from> lazlo </contact_name_from>	search_email
files from jon with attachments last week	EMAILSEARCH	 files  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
i send now files attachments	EMAILSEARCH	<relationship_name_from> i </relationship_name_from> send <start_time> now </start_time>  files  <attachment> attachments </attachment>	search_email
file from rich with attachments	EMAILSEARCH	 file  from <contact_name_from> rich </contact_name_from> with <attachment> attachments </attachment>	search_email
search for files with attachments	EMAILSEARCH	search for  files  with <attachment> attachments </attachment>	search_email
i need to view files about accidents with attachment	EMAILSEARCH	i need to view  files  about <keyword> accidents </keyword> with <attachment> attachment </attachment>	search_email
files with baby food attachments	EMAILSEARCH	 files  with <keyword> baby food </keyword> <attachment> attachments </attachment>	search_email
files from joe with attachments	EMAILSEARCH	 files  from <contact_name_from> joe </contact_name_from> with <attachment> attachments </attachment>	search_email
file from september 1st with amazon shopping link attachments	EMAILSEARCH	 file  from <start_date> september 1st </start_date> with <keyword> amazon shopping link </keyword> <attachment> attachments </attachment>	search_email
attachment attached to file	EMAILSEARCH	<attachment> attachment </attachment> attached to  file 	search_email
bring up files with presentation attachments	EMAILSEARCH	bring up  files  with <attachment_type> presentation </attachment_type> <attachment> attachments </attachment>	search_email
document attachments from last week	EMAILSEARCH	<attachment_type> document </attachment_type> <attachment> attachments </attachment> from <start_date> last week </start_date>	search_email
file with attachment from anson	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> anson </contact_name_from>	search_email
attachment files from pipa	EMAILSEARCH	<attachment> attachment </attachment>  files  from <contact_name_from> pipa </contact_name_from>	search_email
what was files from hank with attachment	EMAILSEARCH	what was  files  from <contact_name_from> hank </contact_name_from> with <attachment> attachment </attachment>	search_email
attachment from mary anne decks	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> decks </attachment_type>	search_email
files with attachment from august	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> august </start_date>	search_email
file with attachment from july fjjgfjgfj	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <start_date> july </start_date> <keyword> fjjgfjgfj </keyword>	search_email
file attachment from ashley	EMAILSEARCH	 file  <attachment> attachment </attachment> from <contact_name_from> ashley </contact_name_from>	search_email
lindas file from september with attachments	EMAILSEARCH	<contact_name> linda </contact_name> s  file  from <start_date> september </start_date> with <attachment> attachments </attachment>	search_email
show files from andrew with words attachments	EMAILSEARCH	show  files  from <contact_name_from> andrew </contact_name_from> with <attachment_type> words </attachment_type> <attachment> attachments </attachment>	search_email
attachments that are in my file	EMAILSEARCH	<attachment> attachments </attachment> that are in my  file 	search_email
file that have an attachment that date from month of december	EMAILSEARCH	 file  that have an <attachment> attachment </attachment> that date from <start_date> month of december </start_date>	search_email
files with attachment on video	EMAILSEARCH	 files  with <attachment> attachment </attachment> on <keyword> video </keyword>	search_email
attachment files from january	EMAILSEARCH	<attachment> attachment </attachment>  files  from <start_date> january </start_date>	search_email
files from jon hamaker with xlsx attachments	EMAILSEARCH	 files  from <contact_name_from> jon hamaker </contact_name_from> with <attachment_type> xlsx </attachment_type> <attachment> attachments </attachment>	search_email
file about xrays with attachments	EMAILSEARCH	 file  about <keyword> xrays </keyword> with <attachment> attachments </attachment>	search_email
files from october that have attachments	EMAILSEARCH	 files  from <start_date> october </start_date> that have <attachment> attachments </attachment>	search_email
ryan work documents attachment	EMAILSEARCH	<contact_name> ryan </contact_name> <keyword> work </keyword> <attachment_type> documents </attachment_type> <attachment> attachment </attachment>	search_email
files from jim boyle with vstx attachments	EMAILSEARCH	 files  from <contact_name_from> jim boyle </contact_name_from> with <attachment_type> vstx </attachment_type> <attachment> attachments </attachment>	search_email
with attachments yesterday	EMAILSEARCH	with <attachment> attachments </attachment> <start_date> yesterday </start_date>	search_email
attachment vstm angelina	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> vstm </attachment_type> <contact_name> angelina </contact_name>	search_email
files sent to john with spreadsheets attachment	EMAILSEARCH	 files  sent to <contact_name_to> john </contact_name_to> with <attachment_type> spreadsheets </attachment_type> <attachment> attachment </attachment>	search_email
show all file with attachments from january	EMAILSEARCH	show all  file  with <attachment> attachments </attachment> from <start_date> january </start_date>	search_email
messages from dave with mpp attachments	EMAILSEARCH	messages from <contact_name_from> dave </contact_name_from> with <attachment_type> mpp </attachment_type> <attachment> attachments </attachment>	search_email
files from john with office work attachment	EMAILSEARCH	 files  from <contact_name_from> john </contact_name_from> with <keyword> office work </keyword> <attachment> attachment </attachment>	search_email
files i sent to vanessa with attachment	EMAILSEARCH	 files  <contact_name_from> i </contact_name_from> sent to <contact_name_to> vanessa </contact_name_to> with <attachment> attachment </attachment>	search_email
file with link attachments from march 2	EMAILSEARCH	 file  with <keyword> link </keyword> <attachment> attachments </attachment> from <start_date> march 2 </start_date>	search_email
let me see lauras file that has document attachment	EMAILSEARCH	let me see <contact_name> laura </contact_name> s  file  that has <attachment_type> document </attachment_type> <attachment> attachment </attachment>	search_email
file without any attachment	EMAILSEARCH	 file  <without_attachment> without any attachment </without_attachment>	search_email
some attachment was file ed to me	EMAILSEARCH	some <attachment> attachment </attachment> was  file  ed to me	search_email
files from jason with attachments	EMAILSEARCH	 files  from <contact_name_from> jason </contact_name_from> with <attachment> attachments </attachment>	search_email
received file with attachment from jamie	EMAILSEARCH	received  file  with <attachment> attachment </attachment> from <contact_name_from> jamie </contact_name_from>	search_email
files with attachments re conference sent from march 2019 to july 2019	EMAILSEARCH	 files  with <attachment> attachments </attachment> re <keyword> conference </keyword> sent from <start_date> march 2019 </start_date> to <end_date> july 2019 </end_date>	search_email
show files with decks attachment	EMAILSEARCH	show  files  with <attachment_type> decks </attachment_type> <attachment> attachment </attachment>	search_email
pdf attachments from joshua	EMAILSEARCH	<attachment_type> pdf </attachment_type> <attachment> attachments </attachment> from <contact_name_from> joshua </contact_name_from>	search_email
tax form files with sheet attachment	EMAILSEARCH	<keyword> tax form </keyword>  files  with <attachment_type> sheet </attachment_type> <attachment> attachment </attachment>	search_email
foster pet coordination from november to december last year with attachment	EMAILSEARCH	<keyword> foster pet coordination </keyword> from <start_date> november </start_date> to <end_date> december </end_date> <start_date> last year </start_date> with <attachment> attachment </attachment>	search_email
files from lizzie to sally re resignation with png attachment	EMAILSEARCH	 files  from <contact_name_from> lizzie </contact_name_from> to <contact_name_to> sally </contact_name_to> re <keyword> resignation </keyword> with <attachment_type> png </attachment_type> <attachment> attachment </attachment>	search_email
sunday file with attachment	EMAILSEARCH	<start_date> sunday </start_date>  file  with <attachment> attachment </attachment>	search_email
files bout birthday on march 2nd with attachment	EMAILSEARCH	 files  bout <keyword> birthday </keyword> on <start_date> march 2nd </start_date> with <attachment> attachment </attachment>	search_email
file from jason with attachments	EMAILSEARCH	 file  from <contact_name_from> jason </contact_name_from> with <attachment> attachments </attachment>	search_email
find an file with an attachment	EMAILSEARCH	find an  file  with an <attachment> attachment </attachment>	search_email
file from penny with attachments	EMAILSEARCH	 file  from <contact_name_from> penny </contact_name_from> with <attachment> attachments </attachment>	search_email
files with attachment from august 3rd	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> august 3rd </start_date>	search_email
file from april with attachment	EMAILSEARCH	 file  from <start_date> april </start_date> with <attachment> attachment </attachment>	search_email
attachments in file from joyelle	EMAILSEARCH	<attachment> attachments </attachment> in  file  from <contact_name_from> joyelle </contact_name_from>	search_email
csv attachments from last week	EMAILSEARCH	<attachment_type> csv </attachment_type> <attachment> attachments </attachment> from <start_date> last week </start_date>	search_email
identify attachments to file from henry	EMAILSEARCH	identify <attachment> attachments </attachment> to  file  from <contact_name_from> henry </contact_name_from>	search_email
files sent to jason with attachments	EMAILSEARCH	 files  sent to <contact_name_to> jason </contact_name_to> with <attachment> attachments </attachment>	search_email
toothpaste ad attachment in file	EMAILSEARCH	<keyword> toothpaste ad </keyword> <attachment> attachment </attachment> in  file 	search_email
view files with spec attachments	EMAILSEARCH	view  files  with <attachment_type> spec </attachment_type> <attachment> attachments </attachment>	search_email
file sent from anna on march 18th with attachment	EMAILSEARCH	 file  sent from <contact_name_from> anna </contact_name_from> on <start_date> march 18th </start_date> with <attachment> attachment </attachment>	search_email
to john slides attachments	EMAILSEARCH	to <contact_name_to> john </contact_name_to> <attachment_type> slides </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment from october 2008	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <start_date> october 2008 </start_date>	search_email
what are my recent files with attachments	EMAILSEARCH	what are my <order_ref> recent </order_ref>  files  with <attachment> attachments </attachment>	search_email
files received between march 1 and march 15 with attachments trtyreruer	EMAILSEARCH	 files  received between <start_date> march 1 </start_date> and <end_date> march 15 </end_date> with <attachment> attachments </attachment> trtyreruer	search_email
peter with attachment vssm	EMAILSEARCH	<contact_name> peter </contact_name> with <attachment> attachment </attachment> <attachment_type> vssm </attachment_type>	search_email
files with spreadsheets attachment from last two months	EMAILSEARCH	 files  with <attachment_type> spreadsheets </attachment_type> <attachment> attachment </attachment> from <start_date> last two months </start_date>	search_email
opened files with an attachment	EMAILSEARCH	opened  files  with an <attachment> attachment </attachment>	search_email
files about movie with attachment	EMAILSEARCH	 files  about <keyword> movie </keyword> with <attachment> attachment </attachment>	search_email
slides attachment girls trip	EMAILSEARCH	<attachment_type> slides </attachment_type> <attachment> attachment </attachment> <keyword> girls trip </keyword>	search_email
tsv attachment from han zhang	EMAILSEARCH	<attachment_type> tsv </attachment_type> <attachment> attachment </attachment> from <contact_name_from> han zhang </contact_name_from>	search_email
file sent from shwetambari recently with attachments	EMAILSEARCH	 file  sent from <contact_name_from> shwetambari </contact_name_from> <order_ref> recently </order_ref> with <attachment> attachments </attachment>	search_email
file with attachment on bears	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> bears </keyword>	search_email
walmart files with attachments from sally from may 2019 to february 2020	EMAILSEARCH	<keyword> walmart </keyword>  files  with <attachment> attachments </attachment> from <contact_name_from> sally </contact_name_from> from <start_date> may 2019 </start_date> to <end_date> february 2020 </end_date>	search_email
kristy with attachment mpp	EMAILSEARCH	<contact_name> kristy </contact_name> with <attachment> attachment </attachment> <attachment_type> mpp </attachment_type>	search_email
show me files from sonia with vssx attachments	EMAILSEARCH	show me  files  from <contact_name_from> sonia </contact_name_from> with <attachment_type> vssx </attachment_type> attachments	search_email
from john words attachments	EMAILSEARCH	from <contact_name_from> john </contact_name_from> <attachment_type> words </attachment_type> <attachment> attachments </attachment>	search_email
ms parker sent an file to john regarding attachments	EMAILSEARCH	<contact_name_from> ms parker </contact_name_from> sent an  file  to <contact_name_to> john </contact_name_to> regarding <keyword> attachments </keyword>	search_email
files sent in august that contained attachment	EMAILSEARCH	 files  sent in <start_date> august </start_date> that contained <attachment> attachment </attachment>	search_email
files from siri with attachments	EMAILSEARCH	 files  from <contact_name_from> siri </contact_name_from> with <attachment> attachments </attachment>	search_email
interesting show me file from malik with attachments	EMAILSEARCH	interesting show me  file  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment>	search_email
files about cats from june with attachment	EMAILSEARCH	 files  about <keyword> cats </keyword> from <start_date> june </start_date> with <attachment> attachment </attachment>	search_email
attachments from inbox january 25	EMAILSEARCH	<attachment> attachments </attachment> from <destination_folder> inbox </destination_folder> <start_date> january 25 </start_date>	search_email
attachment with excel	EMAILSEARCH	<attachment> attachment </attachment> with <attachment_type> excel </attachment_type>	search_email
file with excel attachment in september	EMAILSEARCH	 file  with <attachment_type> excel </attachment_type> <attachment> attachment </attachment> in <start_date> september </start_date>	search_email
file received between march 1 and march 15 with attachments	EMAILSEARCH	 file  received between <start_date> march 1 </start_date> and <end_date> march 15 </end_date> with <attachment> attachments </attachment>	search_email
birthday file with attachments between july and august 2018	EMAILSEARCH	<keyword> birthday </keyword>  file  with <attachment> attachments </attachment> between <start_date> july </start_date> and <end_date> august 2018 </end_date>	search_email
file from jane with attachment about cats form may	EMAILSEARCH	 file  from <contact_name_from> jane </contact_name_from> with <attachment> attachment </attachment> about <keyword> cats </keyword> form <start_date> may </start_date>	search_email
png attachment from dad	EMAILSEARCH	<attachment_type> png </attachment_type> <attachment> attachment </attachment> from <relationship_name_from> dad </relationship_name_from>	search_email
find file from adam blassie with attachments	EMAILSEARCH	find  file  from <contact_name_from> adam blassie </contact_name_from> with <attachment> attachments </attachment>	search_email
could you show me files that have an slides attachment	EMAILSEARCH	could you show me  files  that have an <attachment_type> slides </attachment_type> <attachment> attachment </attachment>	search_email
files from lizzie to sally re resignation with doc attachment	EMAILSEARCH	 files  from <contact_name_from> lizzie </contact_name_from> to <contact_name_to> sally </contact_name_to> re <keyword> resignation </keyword> with <attachment_type> doc </attachment_type> <attachment> attachment </attachment>	search_email
mail on octopodes with attachment from august 1 to august 4	EMAILSEARCH	<message_type> on <keyword> octopodes </keyword> with <attachment> attachment </attachment> from <start_date> august 1 </start_date> to <end_date> august 4 </end_date>	search_email
attachments from dj	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> dj </contact_name_from>	search_email
search for an file with attachments with topic baseball	EMAILSEARCH	search for an  file  with <attachment> attachments </attachment> with <keyword> topic baseball </keyword>	search_email
view file with vsdm attachments	EMAILSEARCH	view  file  with <attachment_type> vsdm </attachment_type> <attachment> attachments </attachment>	search_email
files from allison with attachments	EMAILSEARCH	 files  from <contact_name_from> allison </contact_name_from> with <attachment> attachments </attachment>	search_email
find binary document in todays file attachments	EMAILSEARCH	find <keyword> binary </keyword> <attachment_type> document </attachment_type> in <start_date> todays </start_date>  file  <attachment> attachments </attachment>	search_email
he files from shwetambari mokadam with attachments	EMAILSEARCH	he  files  from <contact_name_from> shwetambari mokadam </contact_name_from> with <attachment> attachments </attachment>	search_email
find files with an attachment from august	EMAILSEARCH	find  files  with an <attachment> attachment </attachment> from <start_date> august </start_date>	search_email
files containing schedule attachments please	EMAILSEARCH	 files  containing <keyword> schedule </keyword> <attachment> attachments </attachment> please	search_email
file with frog vsdm attachment	EMAILSEARCH	 file  with <keyword> frog </keyword> <attachment_type> vsdm </attachment_type> <attachment> attachment </attachment>	search_email
from jack files with attachment	EMAILSEARCH	from <contact_name_from> jack </contact_name_from>  files  with <attachment> attachment </attachment>	search_email
show files with sheet attachment	EMAILSEARCH	show  files  with <attachment_type> sheet </attachment_type> <attachment> attachment </attachment>	search_email
vsd attachment	EMAILSEARCH	<attachment_type> vsd </attachment_type> <attachment> attachment </attachment>	search_email
files from rich with attachments	EMAILSEARCH	 files  from <contact_name_from> rich </contact_name_from> with <attachment> attachments </attachment>	search_email
files from laurie with attachment	EMAILSEARCH	 files  from <contact_name_from> laurie </contact_name_from> with <attachment> attachment </attachment>	search_email
december files with msg attachment	EMAILSEARCH	<start_date> december </start_date>  files  with <attachment_type> msg </attachment_type> <attachment> attachment </attachment>	search_email
attachment to john	EMAILSEARCH	<attachment> attachment </attachment> to <contact_name_to> john </contact_name_to>	search_email
show files with attachments from march	EMAILSEARCH	show  files  with <attachment> attachments </attachment> from <start_date> march </start_date>	search_email
file with attachment on office file work	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> office file work </keyword>	search_email
file from etienne with attachments about shots	EMAILSEARCH	 file  from <contact_name_from> etienne </contact_name_from> with <attachment> attachments </attachment> about <keyword> shots </keyword>	search_email
files attachment from mia	EMAILSEARCH	 files  <attachment> attachment </attachment> from <contact_name_from> mia </contact_name_from>	search_email
steve slide attachments	EMAILSEARCH	<contact_name> steve </contact_name> <attachment_type> slide </attachment_type> <attachment> attachments </attachment>	search_email
march attachments	EMAILSEARCH	<start_date> march </start_date> <attachment> attachments </attachment>	search_email
files that has attachments from july 2nd to july 10th	EMAILSEARCH	 files  that has <attachment> attachments </attachment> from <start_date> july 2nd </start_date> to <end_date> july 10th </end_date>	search_email
help me find files from pat with attachment	EMAILSEARCH	help me find  files  from <contact_name_from> pat </contact_name_from> with <attachment> attachment </attachment>	search_email
any messages with attachments in them	EMAILSEARCH	any messages with <attachment> attachments </attachment> in them	search_email
attachment sent presentations	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> presentations </attachment_type>	search_email
show marks files and attachment that i forwarded to john	EMAILSEARCH	show <contact_name_from> mark </contact_name_from> s  files  and <attachment> attachment </attachment> that i <email_state> forwarded </email_state> to <contact_name_to> john </contact_name_to>	search_email
potluck lunch attachment sent from amy	EMAILSEARCH	<keyword> potluck lunch </keyword> <attachment> attachment </attachment> sent from <contact_name_from> amy </contact_name_from>	search_email
files with attachment on office file work	EMAILSEARCH	 files  with <attachment> attachment </attachment> on <keyword> office file work </keyword>	search_email
file about football with attachment	EMAILSEARCH	 file  about <keyword> football </keyword> with <attachment> attachment </attachment>	search_email
file with vdw attachments	EMAILSEARCH	 file  with <attachment_type> vdw </attachment_type> <attachment> attachments </attachment>	search_email
file sent with attachments	EMAILSEARCH	 file  sent with <attachment> attachments </attachment>	search_email
files regarding health issues with attachment	EMAILSEARCH	 files  regarding <keyword> health issues </keyword> with <attachment> attachment </attachment>	search_email
tennis file with attachment	EMAILSEARCH	<keyword> tennis </keyword>  file  with <attachment> attachment </attachment>	search_email
find files from varun with attachments	EMAILSEARCH	find  files  from <contact_name_from> varun </contact_name_from> with <attachment> attachments </attachment>	search_email
could you show me files that have an pdfs attachment	EMAILSEARCH	could you show me  files  that have an <attachment_type> pdfs </attachment_type> <attachment> attachment </attachment>	search_email
find holiday powerpoints attachments from brad	EMAILSEARCH	find <keyword> holiday </keyword> <attachment_type> powerpoints </attachment_type> <attachment> attachments </attachment> from <contact_name_from> brad </contact_name_from>	search_email
file to edith from july with attachments	EMAILSEARCH	 file  to <contact_name_to> edith </contact_name_to> from <start_date> july </start_date> with <attachment> attachments </attachment>	search_email
files from mike to john about music with attachment	EMAILSEARCH	 files  from <contact_name_from> mike </contact_name_from> to <contact_name_to> john </contact_name_to> about <keyword> music </keyword> with <attachment> attachment </attachment>	search_email
attachment file from goku onenote	EMAILSEARCH	<attachment> attachment </attachment>  file  from <contact_name_from> goku </contact_name_from> <attachment_type> onenote </attachment_type>	search_email
search for all file with onenote attachments	EMAILSEARCH	search for <emailsearch_other> all </emailsearch_other>  file  with <attachment_type> onenote </attachment_type> <attachment> attachments </attachment>	search_email
to david with attachment	EMAILSEARCH	to <contact_name_to> david </contact_name_to> with <attachment> attachment </attachment>	search_email
files received with attachments between july and september	EMAILSEARCH	 files  received with <attachment> attachments </attachment> between <start_date> july </start_date> and <end_date> september </end_date>	search_email
to gina with attachment docx	EMAILSEARCH	to <contact_name_to> gina </contact_name_to> with <attachment> attachment </attachment> <attachment_type> docx </attachment_type>	search_email
file from mark with attachment from last month	EMAILSEARCH	 file  from <contact_name_from> mark </contact_name_from> with <attachment> attachment </attachment> from <start_date> last month </start_date>	search_email
documents attachment from jim	EMAILSEARCH	<attachment_type> documents </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jim </contact_name_from>	search_email
show me files with pdfs attachments	EMAILSEARCH	show me  files  with <attachment_type> pdfs </attachment_type> <attachment> attachments </attachment>	search_email
attachment file emily	EMAILSEARCH	<attachment> attachment </attachment>  file  <contact_name> emily </contact_name>	search_email
show files with tsv attachments from marie	EMAILSEARCH	show  files  with <attachment_type> tsv </attachment_type> <attachment> attachments </attachment> from <contact_name_from> marie </contact_name_from>	search_email
show me files from jordan with vssm attachments	EMAILSEARCH	show me  files  from <contact_name_from> jordan </contact_name_from> with <attachment_type> vssm </attachment_type> attachments	search_email
files to jimmy and nate with attachment	EMAILSEARCH	 files  to <contact_name_to> jimmy </contact_name_to> and <contact_name_to> nate </contact_name_to> with <attachment> attachment </attachment>	search_email
file with attachment from rick about furniture delivery	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> rick </contact_name_from> about <keyword> furniture delivery </keyword>	search_email
file with attachment sent yesterday	EMAILSEARCH	 file  with <attachment> attachment </attachment> sent <start_date> yesterday </start_date>	search_email
greg xlsx attachment file	EMAILSEARCH	<contact_name> greg </contact_name> <attachment_type> xlsx </attachment_type> <attachment> attachment </attachment>  file 	search_email
attachments in file vssm	EMAILSEARCH	<attachment> attachments </attachment> in  file  <attachment_type> vssm </attachment_type>	search_email
searching file from janet containing powerpoints attachments	EMAILSEARCH	searching  file  from <contact_name_from> janet </contact_name_from> containing <attachment_type> powerpoints </attachment_type> <attachment> attachments </attachment>	search_email
file to ray and carol about boat accident with attachments	EMAILSEARCH	 file  to <contact_name_to> ray </contact_name_to> and <contact_name_to> carol </contact_name_to> about <keyword> boat accident </keyword> with <attachment> attachments </attachment>	search_email
file from paul with vssm attachments	EMAILSEARCH	 file  from <contact_name_from> paul </contact_name_from> with <attachment_type> vssm </attachment_type> <attachment> attachments </attachment>	search_email
files sent without attachment	EMAILSEARCH	 files  sent <without_attachment> without attachment </without_attachment>	search_email
files from yesterday and today including attachments	EMAILSEARCH	 files  from <start_date> yesterday </start_date> and <end_date> today </end_date> including <attachment> attachments </attachment>	search_email
file from yesterday and today including attachments	EMAILSEARCH	 file  from <start_date> yesterday </start_date> and <end_date> today </end_date> including <attachment> attachments </attachment>	search_email
files from alex with attachment from yesterday	EMAILSEARCH	 files  from <contact_name_from> alex </contact_name_from> with <attachment> attachment </attachment> from <start_date> yesterday </start_date>	search_email
files from joe with workbook attachment	EMAILSEARCH	 files  from <contact_name_from> joe </contact_name_from> with <attachment_type> workbook </attachment_type> <attachment> attachment </attachment>	search_email
sent to joe with ppts attachments	EMAILSEARCH	sent to <contact_name_to> joe </contact_name_to> with <attachment_type> ppts </attachment_type> <attachment> attachments </attachment>	search_email
im trying to find any file with attachments	EMAILSEARCH	im trying to find any  file  with <attachment> attachments </attachment>	search_email
from nandu with attachment	EMAILSEARCH	from <contact_name_from> nandu </contact_name_from> with <attachment> attachment </attachment>	search_email
bring up all file that have an attachment	EMAILSEARCH	bring up all  file  that have an <attachment> attachment </attachment>	search_email
november file with attachments	EMAILSEARCH	<start_date> november </start_date>  file  with <attachment> attachments </attachment>	search_email
show all incoming file with attachments	EMAILSEARCH	show <emailsearch_other> all </emailsearch_other> incoming  file  with <attachment> attachments </attachment>	search_email
open up file about james harden stats with attachment	EMAILSEARCH	open up  file  about <keyword> james harden stats </keyword> with <attachment> attachment </attachment>	search_email
look up attachments with jane	EMAILSEARCH	look up <attachment> attachments </attachment> with <contact_name> jane </contact_name>	search_email
pdf attachment from jim	EMAILSEARCH	<attachment_type> pdf </attachment_type> <attachment> attachment </attachment> from <contact_name_from> jim </contact_name_from>	search_email
