MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
document with invoice attachments	EMAILSEARCH	 document  with <keyword> invoice </keyword> <attachment> attachments </attachment>	search_email
last week file with attachment	EMAILSEARCH	<start_date> last week </start_date>  file  with <attachment> attachment </attachment>	search_email
perform a search for file with attachments	EMAILSEARCH	perform a search for  file  with <attachment> attachments </attachment>	search_email
nutrition info attachment documents	EMAILSEARCH	<keyword> nutrition info </keyword> <attachment> attachment </attachment>  documents 	search_email
payment attachment documents with balance	EMAILSEARCH	<keyword> payment </keyword> <attachment> attachment </attachment>  documents  with <keyword> balance </keyword>	search_email
september documents attachments	EMAILSEARCH	<start_date> september </start_date>  documents  <attachment> attachments </attachment>	search_email
documents from anna to bates about engagement with onenote attachments from june 2015	EMAILSEARCH	 documents  from <contact_name_from> anna </contact_name_from> to <contact_name_to> bates </contact_name_to> about <keyword> engagement </keyword> with <attachment_type> onenote </attachment_type> <attachment> attachments </attachment> from <start_date> june 2015 </start_date>	search_email
documents with attachment from nicole between july and august	EMAILSEARCH	 documents  with <attachment> attachment </attachment> from <contact_name_from> nicole </contact_name_from> between <start_date> july </start_date> and <end_date> august </end_date>	search_email
documents from trisha with attachment from last week	EMAILSEARCH	 documents  from <contact_name_from> trisha </contact_name_from> with <attachment> attachment </attachment> from <start_date> last week </start_date>	search_email
files that has six attachments	EMAILSEARCH	 files  that has six <attachment> attachments </attachment>	search_email
from malik with excel attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> excel </attachment_type> <attachment> attachment </attachment>	search_email
cooking class file with attachments sent from angela between may 5 and may 20	EMAILSEARCH	<keyword> cooking class </keyword>  file  with <attachment> attachments </attachment> sent from <contact_name_from> angela </contact_name_from> between <start_date> may 5 </start_date> and <end_date> may 20 </end_date>	search_email
attachment sent slide	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> slide </attachment_type>	search_email
documents received from december 1st to 10th with attachments	EMAILSEARCH	 documents  received from <start_date> december 1st </start_date> to <end_date> 10th </end_date> with <attachment> attachments </attachment>	search_email
new schedule change file attachments	EMAILSEARCH	<keyword> new schedule change </keyword>  file  <attachment> attachments </attachment>	search_email
file from jon with attachments last week	EMAILSEARCH	 file  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
documents s that came with attachments	EMAILSEARCH	 documents  s that came with <attachment> attachments </attachment>	search_email
company files with attachment from june	EMAILSEARCH	<keyword> company </keyword>  files  with <attachment> attachment </attachment> from <start_date> june </start_date>	search_email
kartiks files with attachment	EMAILSEARCH	<contact_name> kartik </contact_name> s  files  with <attachment> attachment </attachment>	search_email
show file from bill with attachment	EMAILSEARCH	show  file  from <contact_name_from> bill </contact_name_from> with <attachment> attachment </attachment>	search_email
files with single attachments	EMAILSEARCH	 files  with single <attachment> attachments </attachment>	search_email
delete document attachment	EMAILSEARCH	<email_state> delete </email_state>  document  <attachment> attachment </attachment>	search_email
document with attachment from june to me	EMAILSEARCH	 document  with <attachment> attachment </attachment> from <contact_name_from> june </contact_name_from> to <contact_name_to> me </contact_name_to>	search_email
locate document with attachments between december 3rd and december 12th	EMAILSEARCH	locate  document  with <attachment> attachments </attachment> between <start_date> december 3rd </start_date> and <end_date> december 12th </end_date>	search_email
files from this week with attachment	EMAILSEARCH	 files  from <start_date> this week </start_date> with <attachment> attachment </attachment>	search_email
files that has attachments from july 2nd to july 10th	EMAILSEARCH	 files  that has <attachment> attachments </attachment> from <start_date> july 2nd </start_date> to <end_date> july 10th </end_date>	search_email
documents received with attachments from january 7th through january 26th	EMAILSEARCH	 documents  received with <attachment> attachments </attachment> from <start_date> january 7th </start_date> through <end_date> january 26th </end_date>	search_email
document from john with office work attachment	EMAILSEARCH	 document  from <contact_name_from> john </contact_name_from> with <keyword> office work </keyword> <attachment> attachment </attachment>	search_email
december file with words attachment	EMAILSEARCH	<start_date> december </start_date>  file  with <attachment_type> words </attachment_type> <attachment> attachment </attachment>	search_email
i sent files with attachment	EMAILSEARCH	i sent  files  with <attachment> attachment </attachment>	search_email
document sent to john with tsv attachment	EMAILSEARCH	 document  sent to <contact_name_to> john </contact_name_to> with <attachment_type> tsv </attachment_type> <attachment> attachment </attachment>	search_email
chad with attachments	EMAILSEARCH	<contact_name> chad </contact_name> with <attachment> attachments </attachment>	search_email
document with attachments from linda about work schedule	EMAILSEARCH	 document  with <attachment> attachments </attachment> from <contact_name_from> linda </contact_name_from> about <keyword> work schedule </keyword>	search_email
show me file from jon with attachments last week	EMAILSEARCH	show me  file  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment> <start_date> last week </start_date>	search_email
document but only if they have an attachment	EMAILSEARCH	 document  but only if they have an <attachment> attachment </attachment>	search_email
messages with andy with attachment	EMAILSEARCH	messages with <contact_name> andy </contact_name> with <attachment> attachment </attachment>	search_email
files from alex with attachment	EMAILSEARCH	 files  from <contact_name_from> alex </contact_name_from> with <attachment> attachment </attachment>	search_email
msg attachments file	EMAILSEARCH	<attachment_type> msg </attachment_type> <attachment> attachments </attachment>  file 	search_email
mikes files from december with attachment	EMAILSEARCH	<contact_name> mikes </contact_name>  files  from <start_date> december </start_date> with <attachment> attachment </attachment>	search_email
to john vst attachments	EMAILSEARCH	to <contact_name_to> john </contact_name_to> <attachment_type> vst </attachment_type> <attachment> attachments </attachment>	search_email
files with surgeon update pptx attachment	EMAILSEARCH	 files  with <keyword> surgeon update </keyword> <attachment_type> pptx </attachment_type> <attachment> attachment </attachment>	search_email
documents attachment sue jones	EMAILSEARCH	 documents  <attachment> attachment </attachment> <contact_name> sue jones </contact_name>	search_email
attachments from carla	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> carla </contact_name_from>	search_email
let me see documents with powerpoint attachments	EMAILSEARCH	let me see  documents  with <attachment_type> powerpoint </attachment_type> <attachment> attachments </attachment>	search_email
to gina with attachment onenote	EMAILSEARCH	to <contact_name_to> gina </contact_name_to> with <attachment> attachment </attachment> <attachment_type> onenote </attachment_type>	search_email
peter with attachment docx	EMAILSEARCH	<contact_name> peter </contact_name> with <attachment> attachment </attachment> <attachment_type> docx </attachment_type>	search_email
attachments from abily	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> abily </contact_name_from>	search_email
files from bob with an attachment	EMAILSEARCH	 files  from <contact_name_from> bob </contact_name_from> with an <attachment> attachment </attachment>	search_email
document with attachments last week on hiking	EMAILSEARCH	 document  with <attachment> attachments </attachment> <start_date> last week </start_date> on <keyword> hiking </keyword>	search_email
last weeks documents that contain attachments from lisa	EMAILSEARCH	<start_date> last week </start_date> s  documents  that contain <attachment> attachments </attachment> from <contact_name_from> lisa </contact_name_from>	search_email
onenotes attachments from lia	EMAILSEARCH	<attachment_type> onenotes </attachment_type> <attachment> attachments </attachment> from <contact_name_from> lia </contact_name_from>	search_email
essay files with draft attachment from january 5th to march 10th	EMAILSEARCH	<keyword> essay </keyword>  files  with <keyword> draft </keyword> <attachment> attachment </attachment> from <start_date> january 5th </start_date> to <end_date> march 10th </end_date>	search_email
document from july with msg attachments	EMAILSEARCH	 document  from <start_date> july </start_date> with <attachment_type> msg </attachment_type> <attachment> attachments </attachment>	search_email
jims document attachment	EMAILSEARCH	<contact_name> jim </contact_name> s  document  <attachment> attachment </attachment>	search_email
file from anthony with attachment from september	EMAILSEARCH	 file  from <contact_name_from> anthony </contact_name_from> with <attachment> attachment </attachment> from <start_date> september </start_date>	search_email
birthday messages containing attachments from november 15th	EMAILSEARCH	<keyword> birthday </keyword> messages containing <attachment> attachments </attachment> from <start_date> november 15th </start_date>	search_email
files sent with attachments	EMAILSEARCH	 files  sent with <attachment> attachments </attachment>	search_email
december to january files with attachments	EMAILSEARCH	<start_date> december </start_date> to <end_date> january </end_date>  files  with <attachment> attachments </attachment>	search_email
files to valerie with attachments from august and september	EMAILSEARCH	 files  to <contact_name_to> valerie </contact_name_to> with <attachment> attachments </attachment> from <start_date> august </start_date> and <end_date> september </end_date>	search_email
attachments in document from peter	EMAILSEARCH	<attachment> attachments </attachment> in  document  from <contact_name_from> peter </contact_name_from>	search_email
owa scorecard attachment	EMAILSEARCH	<keyword> owa scorecard </keyword> <attachment> attachment </attachment>	search_email
all documents with schedule attachments	EMAILSEARCH	all  documents  with <keyword> schedule </keyword> <attachment> attachments </attachment>	search_email
vsdx attachment in document	EMAILSEARCH	<attachment_type> vsdx </attachment_type> <attachment> attachment </attachment> in  document 	search_email
yesterday he sent me an documents about pdfs attachments on dogs	EMAILSEARCH	<start_date> yesterday </start_date> he sent <relationship_name_to> me </relationship_name_to> an  documents  about <attachment_type> pdfs </attachment_type> <attachment> attachments </attachment> on <keyword> dogs </keyword>	search_email
vst attachment from ken files	EMAILSEARCH	<attachment_type> vst </attachment_type> <attachment> attachment </attachment> from <contact_name_from> ken </contact_name_from>  files 	search_email
files with attachments received between january 7 and january 11	EMAILSEARCH	 files  with <attachment> attachments </attachment> received between <start_date> january 7 </start_date> and <end_date> january 11 </end_date>	search_email
files that have attachments	EMAILSEARCH	 files  that have <attachment> attachments </attachment>	search_email
locate documents with data sweep attachment	EMAILSEARCH	locate  documents  with <keyword> data sweep </keyword> <attachment> attachment </attachment>	search_email
to john vstx attachments	EMAILSEARCH	to <contact_name_to> john </contact_name_to> <attachment_type> vstx </attachment_type> <attachment> attachments </attachment>	search_email
file from jon with attachments	EMAILSEARCH	 file  from <contact_name_from> jon </contact_name_from> with <attachment> attachments </attachment>	search_email
file from jorge with attachment	EMAILSEARCH	 file  from <contact_name_from> jorge </contact_name_from> with <attachment> attachment </attachment>	search_email
show all incoming document with attachments	EMAILSEARCH	show <emailsearch_other> all </emailsearch_other> incoming  document  with <attachment> attachments </attachment>	search_email
slides attachments from john	EMAILSEARCH	<attachment_type> slides </attachment_type> <attachment> attachments </attachment> from <contact_name_from> john </contact_name_from>	search_email
owa scorecard with attachment	EMAILSEARCH	<keyword> owa scorecard </keyword> with <attachment> attachment </attachment>	search_email
campfire song attachments to file for june trip	EMAILSEARCH	<keyword> campfire song </keyword> <attachment> attachments </attachment> to  file  for <keyword> june trip </keyword>	search_email
mias documents with sheets attachments	EMAILSEARCH	<contact_name> mia </contact_name> s  documents  with <attachment_type> sheets </attachment_type> <attachment> attachments </attachment>	search_email
file from john with attachment from april	EMAILSEARCH	 file  from <contact_name_from> john </contact_name_from> with <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
files with attachment from december about tigers	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> december </start_date> about <keyword> tigers </keyword>	search_email
document from carl to carol with attachments	EMAILSEARCH	 document  from <contact_name_from> carl </contact_name_from> to <contact_name_to> carol </contact_name_to> with <attachment> attachments </attachment>	search_email
png attachments in files	EMAILSEARCH	<attachment_type> png </attachment_type> <attachment> attachments </attachment> in  files 	search_email
could you show me document that have an mpt attachment	EMAILSEARCH	could you show me  document  that have an <attachment_type> mpt </attachment_type> <attachment> attachment </attachment>	search_email
documents received between june 3 and july 4 with attachments	EMAILSEARCH	 documents  received between <start_date> june 3 </start_date> and <end_date> july 4 </end_date> with <attachment> attachments </attachment>	search_email
filter documents with attachments	EMAILSEARCH	filter  documents  with <attachment> attachments </attachment>	search_email
find ppts budget review attachment sent to liam jones	EMAILSEARCH	find <attachment_type> ppts </attachment_type> <keyword> budget review </keyword> <attachment> attachment </attachment> sent to <contact_name_to> liam jones </contact_name_to>	search_email
attachment with realtor file	EMAILSEARCH	<attachment> attachment </attachment> with <keyword> realtor </keyword>  file 	search_email
file with attachment for may fund raiser	EMAILSEARCH	 file  with <attachment> attachment </attachment> for <keyword> may fund raiser </keyword>	search_email
document from robert with attachments from june 2015 to july 2016	EMAILSEARCH	 document  from <contact_name_from> robert </contact_name_from> with <attachment> attachments </attachment> from <start_date> june 2015 </start_date> to <end_date> july 2016 </end_date>	search_email
appliances documents with attachment	EMAILSEARCH	<keyword> appliances </keyword>  documents  with <attachment> attachment </attachment>	search_email
menu attachment	EMAILSEARCH	<keyword> menu </keyword> <attachment> attachment </attachment>	search_email
documents to edith from july with attachments	EMAILSEARCH	 documents  to <contact_name_to> edith </contact_name_to> from <start_date> july </start_date> with <attachment> attachments </attachment>	search_email
documents from alex with attachment	EMAILSEARCH	 documents  from <contact_name_from> alex </contact_name_from> with <attachment> attachment </attachment>	search_email
look for documents received from connor with a docx attachment	EMAILSEARCH	look for  documents  received from <contact_name_from> connor </contact_name_from> with a <attachment_type> docx </attachment_type> <attachment> attachment </attachment>	search_email
document with attachments march 1	EMAILSEARCH	 document  with <attachment> attachments </attachment> <start_date> march 1 </start_date>	search_email
documents with an attachment from colin	EMAILSEARCH	 documents  with an <attachment> attachment </attachment> from <contact_name_from> colin </contact_name_from>	search_email
lindas files with attachment	EMAILSEARCH	<contact_name> linda </contact_name> s  files  with <attachment> attachment </attachment>	search_email
poker document attachment	EMAILSEARCH	<keyword> poker </keyword>  document  <attachment> attachment </attachment>	search_email
look for messages with vsdm attachments	EMAILSEARCH	look for messages with <attachment_type> vsdm </attachment_type> <attachment> attachments </attachment>	search_email
search for any documents from last week that had attachments	EMAILSEARCH	search for any  documents  from <start_date> last week </start_date> that had <attachment> attachments </attachment>	search_email
look for spreadsheets attachments	EMAILSEARCH	look for <attachment_type> spreadsheets </attachment_type> <attachment> attachments </attachment>	search_email
file with attachment on video	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> video </keyword>	search_email
steve forwarded attachment to john	EMAILSEARCH	<contact_name> steve </contact_name> <email_state> forwarded </email_state> <attachment> attachment </attachment> to <contact_name_to> john </contact_name_to>	search_email
i want to see file attachments	EMAILSEARCH	i want to see  file  <attachment> attachments </attachment>	search_email
contain attachment	EMAILSEARCH	contain <attachment> attachment </attachment>	search_email
find document with an attachment from august	EMAILSEARCH	find  document  with an <attachment> attachment </attachment> from <start_date> august </start_date>	search_email
school calendar attachment files	EMAILSEARCH	<keyword> school calendar </keyword> <attachment> attachment </attachment>  files 	search_email
phil attachments from meeting	EMAILSEARCH	<contact_name> phil </contact_name> <attachment> attachments </attachment> from <keyword> meeting </keyword>	search_email
vssm attachments from joshua	EMAILSEARCH	<attachment_type> vssm </attachment_type> <attachment> attachments </attachment> from <contact_name_from> joshua </contact_name_from>	search_email
document from paul with doc attachments	EMAILSEARCH	 document  from <contact_name_from> paul </contact_name_from> with <attachment_type> doc </attachment_type> <attachment> attachments </attachment>	search_email
ebook attachments in document	EMAILSEARCH	<keyword> ebook </keyword> <attachment> attachments </attachment> in  document 	search_email
file from john with attachment about dogs from june	EMAILSEARCH	 file  from <contact_name_from> john </contact_name_from> with <attachment> attachment </attachment> about <keyword> dogs </keyword> from <start_date> june </start_date>	search_email
files with attachment from nicole between july and august	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <contact_name_from> nicole </contact_name_from> between <start_date> july </start_date> and <end_date> august </end_date>	search_email
vsd sent attachments	EMAILSEARCH	<attachment_type> vsd </attachment_type> sent <attachment> attachments </attachment>	search_email
attachment spreadsheets angelina	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> spreadsheets </attachment_type> <contact_name> angelina </contact_name>	search_email
documents with attachment vssm	EMAILSEARCH	 documents  with <attachment> attachment </attachment> <attachment_type> vssm </attachment_type>	search_email
documents sent to jason with attachments	EMAILSEARCH	 documents  sent to <contact_name_to> jason </contact_name_to> with <attachment> attachments </attachment>	search_email
attachment to documents from jo	EMAILSEARCH	<attachment> attachment </attachment> to  documents  from <contact_name_from> jo </contact_name_from>	search_email
last weeks documents with attachments on project update	EMAILSEARCH	<start_date> last week </start_date> s  documents  with <attachment> attachments </attachment> on <keyword> project update </keyword>	search_email
stacey hot chocolate pastry sent to file vcs attachment	EMAILSEARCH	<keyword> stacey hot chocolate pastry </keyword> sent to  file  <attachment_type> vcs </attachment_type> <attachment> attachment </attachment>	search_email
documents sent without attachment	EMAILSEARCH	 documents  sent <without_attachment> without attachment </without_attachment>	search_email
jermaines file from last week with attachment	EMAILSEARCH	<contact_name> jermaine </contact_name> s  file  from <start_date> last week </start_date> with <attachment> attachment </attachment>	search_email
from marcus with attachment	EMAILSEARCH	from <contact_name_from> marcus </contact_name_from> with <attachment> attachment </attachment>	search_email
documents with presentations attachment from april	EMAILSEARCH	 documents  with <attachment_type> presentations </attachment_type> <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
documents from carl to carol with attachments	EMAILSEARCH	 documents  from <contact_name_from> carl </contact_name_from> to <contact_name_to> carol </contact_name_to> with <attachment> attachments </attachment>	search_email
any documents with attachments about movies dated in may	EMAILSEARCH	any  documents  with <attachment> attachments </attachment> about <keyword> movies </keyword> dated in <start_date> may </start_date>	search_email
files with attachment mpt	EMAILSEARCH	 files  with <attachment> attachment </attachment> <attachment_type> mpt </attachment_type>	search_email
attachment from work files	EMAILSEARCH	<attachment> attachment </attachment> from <keyword> work </keyword>  files 	search_email
vsdx attachments sent to jim	EMAILSEARCH	<attachment_type> vsdx </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> jim </contact_name_to>	search_email
documents from emma with attachments	EMAILSEARCH	 documents  from <contact_name_from> emma </contact_name_from> with <attachment> attachments </attachment>	search_email
files with onenote attachment in september	EMAILSEARCH	 files  with <attachment_type> onenote </attachment_type> <attachment> attachment </attachment> in <start_date> september </start_date>	search_email
file written by joyce with attachment	EMAILSEARCH	 file  written by <contact_name_from> joyce </contact_name_from> with <attachment> attachment </attachment>	search_email
show me all document from pete k with attachments	EMAILSEARCH	show me all  document  from <contact_name_from> pete k </contact_name_from> with <attachment> attachments </attachment>	search_email
window cleaning documents with attachment	EMAILSEARCH	<keyword> window cleaning </keyword>  documents  with <attachment> attachment </attachment>	search_email
kristy with attachment onenotes	EMAILSEARCH	<contact_name> kristy </contact_name> with <attachment> attachment </attachment> <attachment_type> onenotes </attachment_type>	search_email
file about renovation project from michael with attachment	EMAILSEARCH	 file  about <keyword> renovation project </keyword> from <contact_name_from> michael </contact_name_from> with <attachment> attachment </attachment>	search_email
tracy has attachment	EMAILSEARCH	<contact_name> tracy </contact_name> has <attachment> attachment </attachment>	search_email
karas documents containing thank you note attachment	EMAILSEARCH	<contact_name> kara </contact_name> s  documents  containing <keyword> thank you note </keyword> <attachment> attachment </attachment>	search_email
cooking class files with attachments sent from angela between may 5 and may 20	EMAILSEARCH	<keyword> cooking class </keyword>  files  with <attachment> attachments </attachment> sent from <contact_name_from> angela </contact_name_from> between <start_date> may 5 </start_date> and <end_date> may 20 </end_date>	search_email
document about piano lesson from paul with attachment	EMAILSEARCH	 document  about <keyword> piano lesson </keyword> from <contact_name_from> paul </contact_name_from> with <attachment> attachment </attachment>	search_email
labor day document with attachment and instructions	EMAILSEARCH	<keyword> labor day </keyword>  document  with <attachment> attachment </attachment> and <keyword> instructions </keyword>	search_email
file sent from alan from april 2019 with attachment about anniversary party	EMAILSEARCH	 file  sent from <contact_name_from> alan </contact_name_from> from <start_date> april 2019 </start_date> with <attachment> attachment </attachment> about <keyword> anniversary party </keyword>	search_email
file sent from anna three weeks ago with attachment	EMAILSEARCH	 file  sent from <contact_name_from> anna </contact_name_from> <start_date> three weeks ago </start_date> with <attachment> attachment </attachment>	search_email
files attachment from chris	EMAILSEARCH	 files  <attachment> attachment </attachment> from <contact_name_from> chris </contact_name_from>	search_email
show documents that were sent with an attachment to mary	EMAILSEARCH	show  documents  that were sent with an <attachment> attachment </attachment> to <contact_name_to> mary </contact_name_to>	search_email
documents with attachment on new car	EMAILSEARCH	 documents  with <attachment> attachment </attachment> on <keyword> new car </keyword>	search_email
attachments from preceding month	EMAILSEARCH	<attachment> attachments </attachment> from <start_date> preceding month </start_date>	search_email
documents attachment from mrjohnson	EMAILSEARCH	 documents  <attachment> attachment </attachment> from <contact_name_from> mrjohnson </contact_name_from>	search_email
essay document with draft attachment from january 5th to march 10th	EMAILSEARCH	<keyword> essay </keyword>  document  with <keyword> draft </keyword> <attachment> attachment </attachment> from <start_date> january 5th </start_date> to <end_date> march 10th </end_date>	search_email
greg deck attachment documents	EMAILSEARCH	<contact_name> greg </contact_name> <attachment_type> deck </attachment_type> <attachment> attachment </attachment>  documents 	search_email
doctors documents with xray attachment	EMAILSEARCH	<relationship_name_from> doctor </relationship_name_from> s  documents  with <keyword> xray </keyword> <attachment> attachment </attachment>	search_email
files from jon hamaker with attachments	EMAILSEARCH	 files  from <contact_name_from> jon hamaker </contact_name_from> with <attachment> attachments </attachment>	search_email
rosas files from january with attachments	EMAILSEARCH	<contact_name> rosa </contact_name> s  files  from <start_date> january </start_date> with <attachment> attachments </attachment>	search_email
greg worksheet attachment document	EMAILSEARCH	<contact_name> greg </contact_name> <attachment_type> worksheet </attachment_type> <attachment> attachment </attachment>  document 	search_email
documents from colin with an attachment	EMAILSEARCH	 documents  from <contact_name_from> colin </contact_name_from> with an <attachment> attachment </attachment>	search_email
document with vstx attachment	EMAILSEARCH	 document  with <attachment_type> vstx </attachment_type> <attachment> attachment </attachment>	search_email
find file from varun with attachments	EMAILSEARCH	find  file  from <contact_name_from> varun </contact_name_from> with <attachment> attachments </attachment>	search_email
files to david with attachments	EMAILSEARCH	 files  to <contact_name_to> david </contact_name_to> with <attachment> attachments </attachment>	search_email
document that has an attachment and is from gale	EMAILSEARCH	 document  that has an <attachment> attachment </attachment> and is from <contact_name_from> gale </contact_name_from>	search_email
files with invoice attachments	EMAILSEARCH	 files  with <keyword> invoice </keyword> <attachment> attachments </attachment>	search_email
attachments from idan	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name> idan </contact_name>	search_email
gather goku all attachments	EMAILSEARCH	gather <contact_name> goku </contact_name> all <attachment> attachments </attachment>	search_email
attachment document emily	EMAILSEARCH	<attachment> attachment </attachment>  document  <contact_name> emily </contact_name>	search_email
attachment by chris files	EMAILSEARCH	<attachment> attachment </attachment> by <contact_name> chris </contact_name>  files 	search_email
document attachment from skipper	EMAILSEARCH	 document  <attachment> attachment </attachment> from <contact_name_from> skipper </contact_name_from>	search_email
search for attachments in yesterdays documents	EMAILSEARCH	search for <attachment> attachments </attachment> in <start_date> yesterdays </start_date>  documents 	search_email
anniversary file with attachments between june and july	EMAILSEARCH	<keyword> anniversary </keyword>  file  with <attachment> attachments </attachment> between <start_date> june </start_date> and <end_date> july </end_date>	search_email
george document with attachment	EMAILSEARCH	<contact_name> george </contact_name>  document  with <attachment> attachment </attachment>	search_email
from tao document with attachment	EMAILSEARCH	from <contact_name_from> tao </contact_name_from>  document  with <attachment> attachment </attachment>	search_email
bring up documents with excels attachments	EMAILSEARCH	bring up  documents  with <attachment_type> excels </attachment_type> <attachment> attachments </attachment>	search_email
show all incoming file with attachments	EMAILSEARCH	show <emailsearch_other> all </emailsearch_other> incoming  file  with <attachment> attachments </attachment>	search_email
files received between march 1 and march 15 with attachments trtyreruer	EMAILSEARCH	 files  received between <start_date> march 1 </start_date> and <end_date> march 15 </end_date> with <attachment> attachments </attachment> trtyreruer	search_email
document attachment by monica	EMAILSEARCH	 document  <attachment> attachment </attachment> by <contact_name_from> monica </contact_name_from>	search_email
funny cat words attachment in document	EMAILSEARCH	<keyword> funny cat </keyword> <attachment_type> words </attachment_type> <attachment> attachment </attachment> in  document 	search_email
attachments within documents	EMAILSEARCH	<attachment> attachments </attachment> within  documents 	search_email
files with attachment sent second week of march	EMAILSEARCH	 files  with <attachment> attachment </attachment> sent <start_date> second week of march </start_date>	search_email
attachment files from jake from last month	EMAILSEARCH	<attachment> attachment </attachment>  files  from <contact_name_from> jake </contact_name_from> from <start_date> last month </start_date>	search_email
all attachments from brad	EMAILSEARCH	all <attachment> attachments </attachment> from <contact_name_from> brad </contact_name_from>	search_email
documents from joe spec attachment	EMAILSEARCH	 documents  from <contact_name_from> joe </contact_name_from> <attachment_type> spec </attachment_type> <attachment> attachment </attachment>	search_email
julia files with attachment	EMAILSEARCH	<contact_name> julia </contact_name>  files  with <attachment> attachment </attachment>	search_email
files with attachments re conference sent from march 2019 to july 2019	EMAILSEARCH	 files  with <attachment> attachments </attachment> re <keyword> conference </keyword> sent from <start_date> march 2019 </start_date> to <end_date> july 2019 </end_date>	search_email
document with attachments from january 2014 to december 2014 about sales reports	EMAILSEARCH	 document  with <attachment> attachments </attachment> from <start_date> january 2014 </start_date> to <end_date> december 2014 </end_date> about <keyword> sales reports </keyword>	search_email
attachment documents from january	EMAILSEARCH	<attachment> attachment </attachment>  documents  from <start_date> january </start_date>	search_email
tim with sheet attachments	EMAILSEARCH	<contact_name> tim </contact_name> with <attachment_type> sheet </attachment_type> <attachment> attachments </attachment>	search_email
documents with attachments from january 2014 to december 2014 about sales reports	EMAILSEARCH	 documents  with <attachment> attachments </attachment> from <start_date> january 2014 </start_date> to <end_date> december 2014 </end_date> about <keyword> sales reports </keyword>	search_email
sent to gayathri with attachment	EMAILSEARCH	sent to <contact_name_to> gayathri </contact_name_to> with <attachment> attachment </attachment>	search_email
i want to see file with attachments	EMAILSEARCH	i want to see  file  with <attachment> attachments </attachment>	search_email
i need to see file with stovetop attachments	EMAILSEARCH	i need to see  file  with <keyword> stovetop </keyword> <attachment> attachments </attachment>	search_email
documents attachment by monica	EMAILSEARCH	 documents  <attachment> attachment </attachment> by <contact_name_from> monica </contact_name_from>	search_email
attachments to nancy	EMAILSEARCH	<attachment> attachments </attachment> to <contact_name_to> nancy </contact_name_to>	search_email
document sent to john with mpt attachment	EMAILSEARCH	 document  sent to <contact_name_to> john </contact_name_to> with <attachment_type> mpt </attachment_type> <attachment> attachment </attachment>	search_email
momentum attachment	EMAILSEARCH	<keyword> momentum </keyword> <attachment> attachment </attachment>	search_email
documents from jim boyle with docx attachments	EMAILSEARCH	 documents  from <contact_name_from> jim boyle </contact_name_from> with <attachment_type> docx </attachment_type> <attachment> attachments </attachment>	search_email
files from jason that has attachments	EMAILSEARCH	 files  from <contact_name_from> jason </contact_name_from> that has <attachment> attachments </attachment>	search_email
find document from malik with attachments in december	EMAILSEARCH	find  document  from <contact_name_from> malik </contact_name_from> with <attachment> attachments </attachment> in <start_date> december </start_date>	search_email
document from april with attachment	EMAILSEARCH	 document  from <start_date> april </start_date> with <attachment> attachment </attachment>	search_email
nutrition info attachment document	EMAILSEARCH	<keyword> nutrition info </keyword> <attachment> attachment </attachment>  document 	search_email
documents from jane with attachment last month	EMAILSEARCH	 documents  from <contact_name_from> jane </contact_name_from> with <attachment> attachment </attachment> <start_date> last month </start_date>	search_email
documents sent from ana with attachments three weeks ago	EMAILSEARCH	 documents  sent from <contact_name_from> ana </contact_name_from> with <attachment> attachments </attachment> <start_date> three weeks ago </start_date>	search_email
document from greg with attachment	EMAILSEARCH	 document  from <contact_name_from> greg </contact_name_from> with <attachment> attachment </attachment>	search_email
dog file with attachment	EMAILSEARCH	<keyword> dog </keyword>  file  with <attachment> attachment </attachment>	search_email
tracys documents with budget attachment	EMAILSEARCH	<contact_name> tracy </contact_name> s  documents  with <keyword> budget </keyword> <attachment> attachment </attachment>	search_email
from kevin price with attachment	EMAILSEARCH	from <contact_name_from> kevin price </contact_name_from> with <attachment> attachment </attachment>	search_email
document from sapna with multiple attachments	EMAILSEARCH	 document  from <contact_name_from> sapna </contact_name_from> with <keyword> multiple </keyword> <attachment> attachments </attachment>	search_email
document s that came with attachments	EMAILSEARCH	 document  s that came with <attachment> attachments </attachment>	search_email
daisys documents with attachment	EMAILSEARCH	<contact_name> daisy </contact_name> s  documents  with <attachment> attachment </attachment>	search_email
what are my recent file with attachments	EMAILSEARCH	what are my <order_ref> recent </order_ref>  file  with <attachment> attachments </attachment>	search_email
documents from february 28th to march 1st with attachments	EMAILSEARCH	 documents  from <start_date> february 28th </start_date> to <end_date> march 1st </end_date> with <attachment> attachments </attachment>	search_email
