intent_slot_only_1	an email	send_email	EMAIL	an <message_type>email</message_type>						
intent_slot_only_8625	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8626	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8627	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8628	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8629	Send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_8630	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8631	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8632	AOL mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8633	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8634	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8635	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8636	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8637	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8638	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8639	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8640	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8641	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8642	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8643	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8644	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8645	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8646	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8647	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8648	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8649	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8650	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8651	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8652	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8653	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8654	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8655	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8656	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8657	AOL mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8658	yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_8659	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8660	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8661	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8662	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8663	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8664	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8665	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8666	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8667	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8668	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8669	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8670	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8671	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8672	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8673	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8674	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8675	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8676	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8677	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8678	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8679	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8680	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8681	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8682	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8683	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8684	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8685	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8686	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8687	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8688	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8689	Email	send_email	EMAIL	email						
intent_slot_only_8690	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8691	yahoo mail inbox	email_other	EMAIL	yahoo mail inbox						
intent_slot_only_8692	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8693	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8694	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8695	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8696	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8697	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8698	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8699	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8700	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8701	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8702	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8703	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8704	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8705	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8706	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8707	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8708	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8709	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8710	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8711	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8712	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8713	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8714	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8715	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8716	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8717	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8718	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8719	Send an email to myself	send_email	EMAIL	send an <message_type>email</message_type> to <relationship_name>myself</relationship_name>						
intent_slot_only_8720	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8721	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8722	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8723	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8724	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8725	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8726	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8727	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8728	Yahoo email	email_other	EMAIL	yahoo <message_type>email</message_type>						
intent_slot_only_8729	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8730	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8731	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8732	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8733	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8734	Email to Mary bart	send_email	EMAIL	Email to <contact_name>Mary bart</contact_name>						
intent_slot_only_8735	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8736	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8737	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8738	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8739	send email	send_email	EMAIL	send <message_type>email</message_type>						
intent_slot_only_8740	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8741	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8742	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8743	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8744	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8745	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8746	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8747	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8748	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8749	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8750	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8751	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8752	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8753	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8754	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8755	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8756	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8757	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8758	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8759	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8760	aol email	email_other	EMAIL	AOL <message_type>email</message_type>						
intent_slot_only_8761	Send it	email_other	EMAIL	Send it						
intent_slot_only_8762	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8763	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8764	Find my email	email_other	EMAIL	find my <message_type>email</message_type>						
intent_slot_only_8765	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8766	hotmail inbox	email_other	EMAIL	hotmail inbox						
intent_slot_only_8767	what's in my inbox?	email_other	EMAIL	what's in my inbox						
intent_slot_only_8768	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8769	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8770	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8771	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8772	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8773	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8774	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8775	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8776	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8777	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8778	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8779	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8780	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8781	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8782	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8783	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8784	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8785	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8786	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8787	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8788	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8789	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8790	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8791	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8792	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8793	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8794	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8795	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8796	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8797	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8798	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8799	AOL mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8800	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8801	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8802	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8803	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8804	yahoo mail inbox	email_other	EMAIL	yahoo mail inbox						
intent_slot_only_8805	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8806	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8807	yahoo mail inbox	email_other	EMAIL	yahoo mail inbox						
intent_slot_only_8808	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8809	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8810	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8811	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8812	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8813	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8814	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8815	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8816	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8817	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8818	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8819	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8820	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8821	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8822	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8823	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8824	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8825	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8826	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8827	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8828	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8829	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8830	Can you check my email	email_other	EMAIL	Can you check my <message_type>email</message_type>						
intent_slot_only_8831	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8832	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8833	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8834	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8835	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8836	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8837	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8838	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8839	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8840	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8841	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8842	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8843	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8844	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8845	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8846	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8847	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8848	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8849	My email	email_other	EMAIL	my <message_type>email</message_type>						
intent_slot_only_8850	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8851	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8852	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8853	comcast.net email	email_other	EMAIL	comcast.net <message_type>email</message_type>						
intent_slot_only_8854	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8855	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8856	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8857	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8858	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8859	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8860	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8861	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8862	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8863	Do I have any new emails from my manager?	email_other	EMAIL	Do I have any new <message_type>emails</message_type> from my manager?						
intent_slot_only_8864	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8865	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8866	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8867	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8868	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8869	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8870	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8871	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8872	Send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_8873	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8874	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8875	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8876	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8877	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8878	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8879	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8880	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8881	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8882	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8883	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8884	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8885	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8886	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8887	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8888	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8889	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8890	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8891	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8892	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8893	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8894	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8895	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8896	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8897	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8898	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8899	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8900	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8901	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8902	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8903	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8904	yahoo mail inbox	email_other	EMAIL	yahoo mail inbox						
intent_slot_only_8905	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8906	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8907	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8908	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8909	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8910	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8911	yahoo mail inbox	email_other	EMAIL	yahoo mail inbox						
intent_slot_only_8912	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8913	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8914	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8915	yahoo email inbox	email_other	EMAIL	yahoo <message_type>email</message_type> inbox						
intent_slot_only_8916	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8917	AOL mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8918	Yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8919	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8920	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8921	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8922	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8923	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8924	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8925	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8926	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8927	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8928	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8929	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8930	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8931	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8932	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8933	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8934	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8935	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8936	Do I have any new email?	email_other	EMAIL	Do I have any new <message_type>email</message_type>?						
intent_slot_only_8937	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8938	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8939	send an email	send_email	EMAIL	send an <message_type>email</message_type>						
intent_slot_only_8940	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8941	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8942	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8943	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8944	what's in my inbox?	email_other	EMAIL	what's in my inbox						
intent_slot_only_8945	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8946	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8947	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8948	gmail inbox	email_other	EMAIL	gmail inbox						
intent_slot_only_8949	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8950	Do I have any email in my personal account?	email_other	EMAIL	Do I have any <message_type>email</message_type> in my personal account?						
intent_slot_only_8951	check my email	email_other	EMAIL	check my <message_type>email</message_type>						
intent_slot_only_8952	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8953	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
intent_slot_only_8954	aol mail	email_other	EMAIL	aol <message_type>mail</message_type>						
intent_slot_only_8955	yahoo mail	email_other	EMAIL	yahoo <message_type>mail</message_type>						
