ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	ImplicitConstraints
ManualTest_CalendarQuery_035	0		user	decline my shiproom meeting	CALENDAR	delete_calendar_entry	decline my <title> shiproom </title> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_036	0		user	remove my next with Gunjan	CALENDAR	delete_calendar_entry	remove my <start_time> next </start_time> with <contact_name> Gunjan </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_037	0		user	When is my next meeting with Carter?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_038	0		user	When is my OKR review meeting?	CALENDAR	find_calendar_when	When is my <title> OKR review </title> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_039	0		user	When is my next meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_040	0		user	When is my OKR meeting?	CALENDAR	find_calendar_when	When is my <title> OKR </title> meeting	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_041	0		user	When is my next meeting with Haim?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_042	0		user	When is my next meeting with Carter?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_043	0		user	When is my next meeting with Carter?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Carter </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_044	0		user	When is my next meeting with Haim?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_045	0		user	When is my next meeting with Haim?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Haim </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_046	0		user	When is my next meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
ManualTest_CalendarQuery_047	0		user	When is my next meeting with Jotham Parker?	CALENDAR	find_calendar_when	When is my <start_time> next </start_time> meeting with <contact_name> Jotham Parker </contact_name>	[{"slot_name":"start_time","slot_value":"3:00","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T03:00\" comment=\"ampm\">3:00</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2328673_001	0		user	when is the next time i'm meeting with august	CALENDAR	find_calendar_when	when is the <start_time> next </start_time> time i'm meeting with <contact_name> august </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2317674_001	0		user	my next 1:1 with nitin	CALENDAR	find_calendar_entry	my <start_time> next </start_time> <title> 1:1 </title> with <contact_name> nitin </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2317663_001	0		user	my meeting stci	CALENDAR	find_calendar_entry	my meeting <title> stci </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2317656_001	0		user	my cancelled meetings	CALENDAR	find_calendar_entry	my <meeting_type> cancelled </meeting_type> meetings		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2317653_001	0		user	Compass connect meeting	CALENDAR	find_calendar_entry	<title> Compass connect </title> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2312605_001	0		user	when's my next meeting including Noel	CALENDAR	find_calendar_when	when's my <start_time> next </start_time> meeting including <contact_name> Noel </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367878_001	0		user	whats today	CALENDAR	find_calendar_entry	whats <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367874_001	0		user	whats coming up?	CALENDAR	find_calendar_entry	whats <start_time> coming up </start_time>?		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367874_002	0		user	what's coming up?	CALENDAR	find_calendar_entry	what's <start_time> coming up </start_time>?		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367863_001	0		user	what's today	CALENDAR	find_calendar_entry	what's <start_date> today </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367863_002	0		user	what is today?	CALENDAR	find_calendar_entry	what is <start_date> today </start_date>?		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351820_001	0		user	What's at 2	CALENDAR	find_calendar_entry	What's at <start_time> 2 </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367944_001	0		user	what's in the diary tomorrow	CALENDAR	find_calendar_entry	what's in the diary <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367952_001	0		user	whats happening next week	CALENDAR	find_calendar_entry	whats happening <start_date> next week </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2367952_002	0		user	what's happening next week	CALENDAR	find_calendar_entry	what's happening <start_date> next week </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2680796_001	0		user	om shiproom meeting	CALENDAR	find_calendar_entry	<title> om shiproom </title> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2680778_001	0		user	7pm meeting	CALENDAR	find_calendar_entry	<start_time> 7pm </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2680778_002	0		user	2pm meeting tomorrow	CALENDAR	find_calendar_entry	<start_time> 2pm </start_time> meeting <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2680778_003	0		user	5:15pm meeting	CALENDAR	find_calendar_entry	<start_time> 5:15pm </start_time> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2680778_004	0		user	2:30 meeting tomorrow	CALENDAR	find_calendar_entry	<start_time> 2:30 </start_time> meeting <start_date> tomorrow </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2688202_001	0		user	next 1:1 with Dinesh	CALENDAR	find_calendar_entry	<start_time> next </start_time> <title> 1:1 </title> with <contact_name> Dinesh </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2688202_002	0		user	next 1:1 meeting with Rachna	CALENDAR	find_calendar_entry	<start_time> next </start_time> <title> 1:1 </title> meeting with <contact_name> Rachna </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2693594_001	0		user	What do I have on April 7	CALENDAR	find_calendar_entry	What do I have on <start_date> April 7 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2693594_002	0		user	What I have on April 2	CALENDAR	find_calendar_entry	What I have on <start_date> April 2 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2693594_003	0		user	What do I have April 9	CALENDAR	find_calendar_entry	What do I have <start_date> April 9 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2693594_004	0		user	What will I have on April 7	CALENDAR	find_calendar_entry	What will I have on <start_date> April 7 </start_date>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2700735_001	0		user	show my meetings starting in 10 minutes	CALENDAR	find_calendar_entry	show my meetings starting <start_time> in 10 minutes </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2700735_002	0		user	show my meetings I have in 10 minutes	CALENDAR	find_calendar_entry	show my meetings I have <start_time> in 10 minutes </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_001	0		user	Am I free in 23 min	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 min </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_002	0		user	show my events in 1 hour	CALENDAR	find_calendar_entry	show my events <start_time> in 1 hour </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_003	0		user	Am I free in 23 mins	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 mins </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_004	0		user	Am I free in 23 minute	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 minute </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_005	0		user	Am I free in 23 minutes	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 minutes </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_006	0		user	Am I free in 23mins	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 mins </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2351809_007	0		user	Am I free in 23minute	CALENDAR	check_availability	Am <relationship_name> I </relationship_name> <availability> free </availability> <start_time> in 23 minute </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_001	0		user	my meeting with Nidhi	CALENDAR	find_calendar_entry	my meeting with <contact_name> Nidhi </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_002	0		user	Nidhi meeting	CALENDAR	find_calendar_entry	<contact_name> Nidhi </contact_name> meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_003	0		user	Nidhi's meeting	CALENDAR	find_calendar_entry	<contact_name> Nidhi </contact_name>'s meeting		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_004	0		user	meeting Nidhi	CALENDAR	find_calendar_entry	meeting <contact_name> Nidhi </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_005	0		user	when I do meet nidhi next	CALENDAR	find_calendar_when	when I do meet <contact_name> nidhi </contact_name> <start_time> next </start_time>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_006	0		user	discussion with nidhi	CALENDAR	find_calendar_entry	<title> discussion </title> with <contact_name> nidhi </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_007	0		user	nidhi sync up	CALENDAR	find_calendar_entry	<contact_name> nidhi </contact_name> <title> sync up </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_008	0		user	nidhi meeting on scrum	CALENDAR	find_calendar_entry	<contact_name> nidhi </contact_name> meeting on <title> scrum </title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Task_2757218_009	0		user	meeting on nidhi	CALENDAR	find_calendar_entry	meeting on <contact_name> nidhi </contact_name>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2753315_001	0		user	my next 1:1	CALENDAR	find_calendar_entry	my <start_time>next</start_time> <title>1:1</title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
Bug_2753315_002	0		user	my next syncup	CALENDAR	find_calendar_entry	my <start_time>next</start_time> <title>syncup</title>		{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
